left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
amg,0.006332467,0.04303833,0.05356692,0.036545083,0.025054205,0.09063901,0.013682328,0.22322182,0.059055913,0.01599682,0.0989391,0.031618077,0.015350013,0.040575616,0.038534496,0.040389705,0.012916242,0.039009843,0.059879083,0.055654995
amh,0.039642237,0.10241608,0.118881695,0.040892083,0.014282277,0.008744927,0.009902243,0.008137366,0.19126414,0.009870362,0.01388683,0.02037586,0.011216731,0.018470375,0.09840002,0.012585989,0.04886515,0.0066610645,0.20766729,0.017837267
amn,0.035708666,0.0104331095,0.02026586,0.080129154,0.030916875,0.04778,0.020968657,0.030539483,0.0829531,0.025381327,0.051040813,0.1023766,0.05813384,0.054521922,0.036948863,0.15045752,0.011868369,0.07691557,0.041171733,0.031488575
amq,0.019800605,0.038217943,0.12826015,0.021929985,0.027596012,0.045367543,0.06148056,0.055779006,0.05356434,0.08684521,0.01315328,0.14212467,0.017303254,0.036290877,0.03425233,0.07727424,0.065716416,0.04670624,0.009891837,0.018445509
aop,0.05816702,0.01564282,0.037270233,0.0026633102,0.038446024,0.21342458,0.08306898,0.031041915,0.023688138,0.06269059,0.07397543,0.02534954,0.017196128,0.036816563,0.039735448,0.036601685,0.052802794,0.04326552,0.063728966,0.044424288
aoq,0.08877466,0.11227146,0.041669473,0.052140504,0.027431129,0.109458946,0.023625296,0.016275195,0.007812841,0.111452825,0.039340194,0.085307434,0.056995224,0.04584446,0.07478419,0.033459242,0.036032267,0.008458774,0.012500238,0.016365625
aoy,0.04559593,0.10675848,0.048348445,0.11347011,0.030715192,0.04364498,0.023659937,0.061153904,0.07077786,0.009585365,0.048509452,0.04896806,0.037158906,0.061697807,0.073887914,0.065408945,0.023574632,0.028070992,0.053301018,0.0057120263
app,0.01764313,0.020908603,0.02323513,0.21350843,0.043367382,0.24296884,0.057131466,0.01735204,0.053127773,0.03276323,0.013875784,0.021680756,0.10968179,0.019519506,0.042367928,0.022536851,0.024537835,0.010387667,0.0033173654,0.0100885155
apx,0.048516214,0.04265683,0.074892215,0.028616829,0.07838716,0.025326634,0.021341274,0.019954346,0.039831944,0.04165985,0.06034967,0.035673805,0.039999925,0.024672028,0.08161352,0.050123226,0.02541628,0.0423576,0.05609461,0.16251607
aqd,0.033061717,0.010404124,0.053875446,0.01607004,0.017068775,0.060195547,0.041916754,0.12894508,0.06279581,0.045773465,0.0808024,0.034521736,0.040559683,0.04091097,0.028156808,0.083087325,0.0029084655,0.04742945,0.08720424,0.08431211
aqt,0.008516155,0.009054849,0.04624839,0.014182698,0.10883289,0.11273806,0.016373588,0.015360923,0.23804104,0.018030223,0.09413388,0.012714913,0.019994851,0.021698415,0.060175836,0.07734834,0.016499514,0.05142738,0.010599743,0.048028275
ara,0.069902584,0.021251908,0.18990412,0.05668774,0.02247693,0.029782124,0.08349402,0.027734634,0.08380799,0.011674942,0.08688047,0.03603507,0.0163838,0.022799494,0.057698943,0.035129443,0.009710643,0.018055348,0.10010205,0.020487748
arq,0.015672166,0.025420614,0.027793285,0.01814107,0.064009964,0.064162396,0.03821196,0.04493935,0.045544297,0.03397207,0.118732356,0.04929913,0.056916554,0.02281781,0.083378375,0.16019069,0.02846331,0.03541243,0.04747868,0.019443449
aru,0.0048311544,0.03586203,0.03894474,0.008189456,0.008880296,0.011494706,0.017596489,0.07235525,0.05603657,0.06392898,0.029477783,0.052106895,0.0895085,0.1599717,0.16398065,0.10015072,0.008840977,0.027097102,0.0370084,0.01373762
asf,0.00490465,0.0363194,0.12519753,0.15366283,0.052091274,0.027613547,0.054937806,0.06044567,0.016333103,0.06810277,0.03986199,0.07300721,0.045028444,0.054064073,0.026498104,0.031708,0.016582036,0.030202687,0.07461064,0.008828185
ass,0.04325839,0.028461093,0.012204091,0.02119577,0.017643549,0.053995,0.014423164,0.09221242,0.008653658,0.034109432,0.022312263,0.008602888,0.061629802,0.070068985,0.060075257,0.05613748,0.11553646,0.06061164,0.07587862,0.14299005
ate,0.058650874,0.038597297,0.07118243,0.08443239,0.08381142,0.020935722,0.02707367,0.047174986,0.017775906,0.024494791,0.03418957,0.068222634,0.016737742,0.05086702,0.019679101,0.046938293,0.06669472,0.1256594,0.01659609,0.08028596
atf,0.0133654475,0.059991762,0.009988509,0.06258434,0.049455445,0.14565197,0.038406394,0.006112574,0.02083624,0.033502113,0.02806964,0.033649374,0.07219762,0.049969908,0.020714317,0.01222615,0.07843225,0.010828184,0.20810984,0.045907985
atj,0.01352507,0.070861116,0.050684825,0.062394075,0.037271418,0.04779814,0.036874246,0.070288576,0.10387212,0.046555117,0.010913782,0.033152066,0.08661437,0.045029517,0.042967413,0.049267337,0.06114173,0.047528002,0.055350404,0.027910704
atv,0.029127661,0.0987199,0.055400822,0.03417965,0.058712915,0.024223538,0.0352099,0.04790902,0.04752868,0.042580415,0.054826714,0.07661996,0.018170051,0.09901575,0.034359578,0.019315436,0.02311432,0.1044444,0.06794434,0.028596995
auc,0.2655953,0.012680156,0.031471074,0.008637425,0.018554164,0.02155843,0.13832843,0.010229005,0.019849425,0.064910896,0.03574796,0.02409935,0.112141185,0.00628928,0.01921005,0.023907365,0.07423485,0.058300953,0.013394833,0.040859893
aul,0.032577097,0.056869406,0.030687412,0.01456106,0.057965696,0.0716773,0.082838036,0.042260323,0.027039183,0.14256635,0.013300891,0.024735224,0.040008944,0.04976241,0.012523514,0.06374218,0.039322928,0.03186577,0.036679074,0.12901716
avp,0.029249998,0.03586746,0.097327955,0.014119496,0.02698385,0.025322307,0.046802733,0.03335884,0.031142334,0.106013976,0.0439888,0.09208405,0.016532058,0.16424324,0.0779678,0.0071387636,0.028154757,0.018416211,0.036914792,0.06837057
awk,0.025563248,0.017061459,0.062166214,0.03818924,0.070537455,0.046163056,0.02219907,0.021331122,0.12565823,0.051726695,0.013265121,0.05195958,0.08300189,0.006357334,0.07052805,0.16742694,0.034055904,0.050722506,0.0315268,0.010559953
awp,0.022611005,0.09509341,0.08934973,0.02186522,0.04898794,0.08883374,0.039352696,0.014587511,0.03684848,0.015316327,0.13679147,0.01556183,0.027675271,0.02869777,0.037164405,0.02168133,0.14938259,0.025055926,0.029612025,0.055531427
awu,0.02610668,0.0745013,0.044801578,0.11906958,0.01994711,0.023904206,0.011358049,0.1181067,0.019706156,0.012629073,0.05342957,0.030009536,0.022434188,0.20840724,0.015066348,0.014767464,0.013977575,0.010821087,0.01935744,0.14159924
axn,0.028330095,0.0359766,0.029040007,0.039792307,0.06844288,0.06363933,0.019458974,0.025267947,0.02550007,0.058360547,0.042063404,0.0357412,0.0642866,0.04177569,0.019117905,0.03227739,0.06604878,0.03421571,0.10107699,0.16958757
axo,0.019842202,0.12756929,0.016242199,0.012295238,0.06126427,0.012483531,0.046185344,0.038016047,0.034176897,0.010066381,0.025834188,0.082054995,0.052491453,0.010636884,0.012127664,0.036310527,0.067195006,0.054108664,0.25826985,0.022829404
axp,0.04517014,0.042267174,0.023275867,0.017296173,0.040255945,0.2629756,0.0074843806,0.12046513,0.019899646,0.04755475,0.0059551047,0.047039494,0.040297728,0.044602174,0.036313005,0.047128692,0.026865477,0.017594246,0.059262764,0.048296526
ayc,0.05407627,0.033319436,0.07771043,0.03286045,0.06963515,0.05225,0.038330976,0.026539292,0.043357573,0.053828936,0.17854159,0.048041377,0.020613728,0.059255894,0.0533495,0.053347923,0.026630932,0.037895963,0.032198746,0.008215767
ayg,0.04326906,0.034934893,0.13456585,0.11222608,0.14834416,0.015992707,0.04068009,0.028515214,0.045028888,0.050300855,0.011586614,0.049662344,0.005367535,0.05209366,0.06846864,0.011167195,0.06354496,0.035710342,0.032608327,0.015932605
azb,0.18921869,0.02898296,0.010571616,0.10164567,0.112297,0.074422896,0.044447504,0.04651078,0.045561567,0.008704673,0.025977315,0.028601263,0.039581258,0.0748047,0.027683659,0.02401697,0.030358262,0.063516095,0.008620042,0.014477065
azo,0.025609728,0.05890081,0.21499391,0.023065114,0.04668917,0.03939548,0.09603187,0.043253236,0.017709456,0.023009377,0.07559791,0.0073093246,0.030732155,0.025112176,0.036896296,0.028814254,0.062031806,0.022453109,0.006170249,0.116224565
ban,0.0294564,0.052972306,0.035387587,0.025289465,0.03666091,0.031396788,0.038210284,0.13420059,0.018827068,0.058211256,0.11820818,0.02819308,0.01804461,0.099885456,0.06481196,0.044356804,0.043201823,0.03862643,0.0342477,0.0498113
bao,0.050235305,0.030397031,0.0050909203,0.0150762545,0.103342086,0.0076921526,0.038420625,0.014447629,0.018845238,0.1423081,0.06256312,0.084317185,0.07795591,0.026827933,0.03124827,0.053215537,0.047558192,0.124951124,0.01568294,0.049824454
bar,0.024178436,0.059963573,0.02449051,0.021873498,0.056902394,0.17950496,0.15642597,0.037958976,0.024333004,0.014787271,0.03882606,0.03960375,0.036936875,0.019227268,0.027756706,0.019825758,0.09141073,0.056541212,0.010157358,0.059295673
bas,0.04483217,0.04605323,0.0062545864,0.015603876,0.078143954,0.05345471,0.020678714,0.013370105,0.07732312,0.069816455,0.07347341,0.09387524,0.1112281,0.038665812,0.06187993,0.08063513,0.039504085,0.05708189,0.009006657,0.009118774
bbn,0.029842526,0.025888177,0.04145028,0.12934664,0.05687941,0.060119167,0.10946463,0.018142875,0.090685844,0.0097649,0.015448307,0.01700961,0.020137805,0.022241626,0.026712535,0.017501561,0.031187104,0.07348053,0.17995669,0.02473982
bbt,0.0074817287,0.009690844,0.0155675635,0.045559198,0.02363308,0.021422647,0.017167179,0.023335142,0.027310079,0.059004568,0.27621722,0.012104399,0.15902303,0.054446504,0.041646577,0.043819636,0.011888607,0.01749522,0.11812139,0.015065422
bcf,0.02199166,0.013709155,0.034259565,0.013803679,0.06905197,0.018170914,0.056587584,0.043133806,0.04084291,0.038285557,0.23034704,0.0068485695,0.038516577,0.047235027,0.032775853,0.08213086,0.055793338,0.02969459,0.08736833,0.039453033
bcg,0.07109907,0.02050434,0.023064502,0.02277118,0.12785748,0.07205795,0.10106402,0.11239174,0.05025213,0.046760987,0.024969367,0.041258354,0.02313301,0.070347376,0.010980763,0.0018027923,0.08840082,0.006839687,0.047688983,0.036755398
bci,0.05551509,0.032646056,0.08179658,0.009340571,0.009994761,0.028120471,0.021941787,0.07217471,0.022201154,0.07322276,0.048196495,0.06889835,0.0053737224,0.051123507,0.06732349,0.040265977,0.02135064,0.08222715,0.16001557,0.04827118
bcj,0.0053171976,0.062023655,0.06352075,0.10854301,0.03414497,0.031345546,0.07127862,0.046392046,0.021646462,0.062813945,0.11513542,0.036438953,0.08517811,0.027684253,0.031056872,0.0410582,0.04966126,0.051994607,0.02031541,0.034450695
bcn,0.036101583,0.024966715,0.011422928,0.07392876,0.029167073,0.021466844,0.0903478,0.013237017,0.04704754,0.0039876704,0.0137400115,0.035770807,0.07557865,0.11844959,0.16697091,0.0680122,0.051214743,0.033374734,0.038139157,0.047075264
bcw,0.097066276,0.032501765,0.008095716,0.10910256,0.06768722,0.046689793,0.03727842,0.09343292,0.036271837,0.02726074,0.05198147,0.0033644696,0.02931078,0.0598392,0.082299754,0.04270593,0.04276569,0.04777748,0.022674097,0.061893918
bdv,0.06462602,0.025679393,0.01964325,0.014371448,0.058655765,0.017401014,0.017673407,0.022888886,0.08338279,0.092112795,0.015780665,0.017380647,0.041488167,0.038196832,0.081139974,0.062419478,0.021310449,0.11207203,0.1309913,0.06278578
bep,0.056363944,0.033723798,0.04432587,0.07924955,0.12120642,0.04148938,0.0283297,0.067520276,0.043217555,0.10322337,0.012307029,0.029213877,0.03608193,0.0129289115,0.019004373,0.04556029,0.11639019,0.058189653,0.027589535,0.024084354
bew,0.011061723,0.023728183,0.009323117,0.059199955,0.013267974,0.016326068,0.03663952,0.114828356,0.07076509,0.033725657,0.09196994,0.011208885,0.019225538,0.23445144,0.011678274,0.014336992,0.011652891,0.03392008,0.075583644,0.107106574
bfc,0.029194264,0.0319775,0.030663805,0.10179312,0.11448083,0.040124595,0.060546745,0.024851631,0.028382534,0.064573325,0.04926106,0.04045969,0.052722797,0.018988127,0.018800994,0.11959578,0.025747374,0.0492986,0.056303523,0.04223366
bft,0.05947434,0.12785137,0.21106388,0.046447743,0.020598717,0.03034714,0.024466867,0.06961465,0.02059161,0.0743972,0.00976339,0.028746732,0.017784389,0.010651285,0.011570486,0.029411616,0.020948807,0.08689649,0.0116084535,0.08776479
bfx,0.17276028,0.040641125,0.08118335,0.025597945,0.05750499,0.07704424,0.04589656,0.025431128,0.061260555,0.02397672,0.03616574,0.08917045,0.036585018,0.027127862,0.03235699,0.021075493,0.022015236,0.05518935,0.03043522,0.038581744
bhw,0.057825573,0.03676078,0.05608593,0.080713846,0.028595883,0.035451073,0.029812597,0.048119437,0.03234672,0.029107476,0.032131564,0.10292995,0.051350307,0.0797093,0.020845324,0.044244435,0.08380028,0.059626672,0.033764705,0.056778274
bim,0.032391246,0.051139742,0.02088523,0.06081324,0.06661332,0.021342149,0.041215483,0.019134864,0.14801574,0.044138603,0.014572957,0.02389969,0.10891757,0.09056437,0.02350882,0.03432056,0.0089362515,0.015031574,0.08839284,0.08616573
bis,0.04785165,0.014386872,0.08851441,0.038579166,0.036994494,0.033408914,0.10800447,0.009476036,0.027013572,0.0660875,0.016152842,0.030563056,0.022077031,0.2510988,0.01568502,0.016592028,0.029759463,0.043190718,0.08211859,0.022445353
biu,0.029126946,0.03627666,0.21694763,0.0335386,0.0284456,0.040470574,0.05451905,0.040019926,0.029790547,0.054392487,0.021868136,0.027062159,0.021816883,0.053230707,0.0293095,0.072182216,0.0376535,0.049495555,0.033602536,0.090250716
bjq,0.005757015,0.10189702,0.0856347,0.06966128,0.055987198,0.039973065,0.07566855,0.011405149,0.012346433,0.024871478,0.040955845,0.14231628,0.08120014,0.030981073,0.016174167,0.02576584,0.05863467,0.015364907,0.058634505,0.04677066
bjr,0.04786627,0.03283215,0.03167148,0.02136995,0.027072666,0.03535806,0.03922787,0.055185735,0.065151855,0.02559133,0.052994043,0.08960446,0.037518512,0.05547885,0.02292296,0.013090113,0.08274143,0.2138981,0.026204268,0.02421998
bkt,0.060038947,0.023779232,0.03595498,0.050620392,0.04949015,0.026588686,0.12511103,0.047638927,0.05202163,0.08128805,0.06013099,0.024988849,0.1132843,0.021135058,0.020414341,0.05001732,0.06421388,0.024274932,0.042570118,0.02643825
blg,0.03963276,0.019651044,0.06518057,0.017817482,0.01725699,0.030810868,0.12317122,0.13070747,0.007487971,0.09329081,0.012216169,0.0666699,0.023492353,0.05329656,0.032205366,0.047775924,0.18049219,0.01714699,0.009904234,0.011793098
blu,0.021654692,0.017900063,0.019286655,0.23367535,0.024290653,0.022601407,0.041409247,0.01939206,0.020108612,0.022439063,0.024827996,0.04555516,0.017587835,0.018854117,0.017175172,0.04678822,0.041985128,0.01514484,0.06636989,0.26295385
bmj,0.044479884,0.08900954,0.06573464,0.04926054,0.050023876,0.042079963,0.040974658,0.03894321,0.017331908,0.07620594,0.06237377,0.10962768,0.028110083,0.04721196,0.022724193,0.07856387,0.025292609,0.013096406,0.08579888,0.013156355
bmw,0.056616597,0.041100875,0.011125801,0.1425608,0.19758075,0.019564955,0.009727811,0.022039467,0.032504845,0.119860314,0.015650753,0.022576796,0.01872097,0.013849676,0.024458922,0.059825115,0.03351612,0.05229127,0.08925728,0.017170945
bni,0.11117181,0.016363647,0.025623973,0.14245231,0.029016534,0.058290236,0.025765285,0.034669973,0.028555628,0.03224303,0.06706208,0.0072283624,0.02793108,0.030767335,0.1835605,0.027392006,0.037715424,0.009445136,0.05225116,0.052494455
bnm,0.05477776,0.3011587,0.061551534,0.026188692,0.020840252,0.023906633,0.027429301,0.087782346,0.03074525,0.014337383,0.027674194,0.023001675,0.044125788,0.046323713,0.022343261,0.07248322,0.05480954,0.023203785,0.02022333,0.01709365
bos,0.029466167,0.026171217,0.043964274,0.05752283,0.017542994,0.031596888,0.08274454,0.02437389,0.028348519,0.053492,0.09216502,0.042974375,0.054500133,0.016095383,0.054971237,0.027146481,0.11008875,0.09130295,0.08277249,0.032759853
bpg,0.026784688,0.052597627,0.009828084,0.045431763,0.08850989,0.024796546,0.049146585,0.025878955,0.030208724,0.019622093,0.09911062,0.028664863,0.025388775,0.12304935,0.07586984,0.04800223,0.034139317,0.1307946,0.030174866,0.032000564
bph,0.3099623,0.03522408,0.059482507,0.033829793,0.036119726,0.02805736,0.02181751,0.07124328,0.07978427,0.022162583,0.035072226,0.048734613,0.018163994,0.03653924,0.02385914,0.009549346,0.015762929,0.03345106,0.0404962,0.040687777
bpv,0.06195573,0.055794403,0.06930819,0.041700523,0.09168953,0.028060945,0.05939878,0.027462434,0.048323635,0.027703807,0.03806557,0.02651054,0.09325012,0.06154848,0.032897484,0.076529995,0.02286269,0.030728316,0.035912152,0.07029662
bqc,0.026702274,0.05993656,0.056317553,0.00806492,0.09032261,0.044916146,0.12340776,0.013981604,0.0607643,0.021311585,0.10168356,0.010525097,0.03028459,0.05542711,0.041482598,0.09147848,0.020398958,0.08715567,0.0236019,0.03223672
bqp,0.018064665,0.022202825,0.06891493,0.030641532,0.017598145,0.026242943,0.029596183,0.06161288,0.094353124,0.026038634,0.024735281,0.020126132,0.028405583,0.018194553,0.14801548,0.09833882,0.18195044,0.011066148,0.01102024,0.06288145
bqq,0.1028132,0.02286184,0.030657453,0.029323915,0.029335774,0.020448778,0.046553984,0.052134737,0.12497889,0.03843993,0.026445871,0.041168813,0.031290986,0.024208294,0.033013273,0.13160834,0.031930882,0.06452798,0.048218507,0.07003854
brj,0.017333692,0.08108598,0.025815565,0.03339324,0.17885508,0.056194637,0.107480444,0.034077764,0.023199376,0.02270051,0.02664529,0.03488056,0.026081251,0.054655876,0.032590102,0.06340534,0.068934485,0.038896408,0.03863234,0.035142124
brr,0.016029704,0.058489565,0.050246935,0.05213902,0.12149473,0.03382055,0.02476358,0.033927523,0.014248843,0.08939437,0.017292125,0.01664351,0.020471085,0.017823827,0.025406739,0.0766466,0.1307046,0.1565608,0.015614678,0.028281141
bug,0.07064054,0.0687778,0.019440563,0.081069775,0.028259024,0.04624659,0.026160648,0.12824483,0.06781141,0.03659875,0.040566105,0.05675404,0.060023088,0.10460198,0.019512093,0.017647618,0.037305728,0.03200244,0.03485998,0.023477
bul,0.084077716,0.02429357,0.05213007,0.08125981,0.060056314,0.0338018,0.020795641,0.02879224,0.040951338,0.071497366,0.0434644,0.08751953,0.028221825,0.019314522,0.06724458,0.0732527,0.06550463,0.03535733,0.05851773,0.023946874
buw,0.04030951,0.013582858,0.06977185,0.04397077,0.01746436,0.1058291,0.09411652,0.013754179,0.026833726,0.019494276,0.0039884546,0.024702754,0.1399662,0.039018966,0.012666926,0.05906326,0.11145067,0.026748199,0.1135125,0.023754869
buy,0.22017688,0.007513077,0.009018986,0.0936445,0.026442727,0.035352744,0.002239873,0.11224923,0.07030578,0.09011718,0.02492537,0.100891896,0.01760626,0.02388891,0.0077419076,0.004106212,0.01870245,0.014275335,0.040462114,0.080338575
bvh,0.0096889185,0.11552172,0.058667216,0.076333135,0.03143629,0.02421273,0.04153605,0.07717969,0.085452005,0.07942547,0.03678144,0.025814924,0.060355,0.0695536,0.04590008,0.019449493,0.01833925,0.026800644,0.06943975,0.028112553
bvi,0.01319353,0.16747175,0.028959861,0.03140824,0.006712885,0.06429328,0.041386776,0.024018716,0.01023458,0.009870624,0.008892297,0.017707778,0.11792071,0.020208232,0.14204198,0.01104588,0.090154134,0.07074418,0.10437116,0.01936331
bvs,0.026837397,0.03177464,0.093782045,0.005538573,0.04768459,0.057020064,0.04613778,0.0048542162,0.04375176,0.007984827,0.0241544,0.2244236,0.0593647,0.07823717,0.04968462,0.017638993,0.045272157,0.084519096,0.00895236,0.0423871
bvw,0.01899851,0.034961674,0.03260915,0.009464991,0.03800022,0.033275716,0.22359173,0.046119496,0.036004078,0.008843738,0.05443837,0.047824834,0.021157078,0.0852795,0.0797273,0.041034646,0.074094325,0.044651344,0.046107292,0.023815976
