left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
app,0.016135817,0.012869277,0.03875228,0.055084545,0.09112548,0.14070019,0.11439068,0.08521021,0.023322396,0.012206112,0.013036104,0.056044832,0.067042165,0.036401022,0.05224649,0.032513414,0.06685373,0.017552638,0.035306122,0.033206508
apx,0.05803182,0.051325507,0.097011015,0.017521892,0.040076338,0.019646516,0.019039476,0.09852484,0.02844359,0.05963046,0.08757072,0.034302834,0.027451528,0.03619689,0.071802914,0.04362884,0.06713155,0.044615258,0.023518937,0.074529134
aqd,0.04676664,0.020519713,0.050464526,0.014829826,0.009967931,0.016028604,0.06262303,0.22274725,0.024736185,0.04344976,0.09554173,0.023638347,0.03174291,0.044251844,0.08132165,0.04551404,0.020423872,0.045591366,0.048690397,0.05115045
aqt,0.0052022366,0.0095766755,0.07460609,0.014880953,0.07757033,0.20115943,0.0049922424,0.03170141,0.112700894,0.021391066,0.040638294,0.04435082,0.020425528,0.017369209,0.08170348,0.12612242,0.014329105,0.029985804,0.011916088,0.05937794
ara,0.07597714,0.03214307,0.09640228,0.04198731,0.026042052,0.06066379,0.04509729,0.15546522,0.05330274,0.012591882,0.091879934,0.051169883,0.045785826,0.009917051,0.012007347,0.07651973,0.034944415,0.03008004,0.03489803,0.0131250275
arq,0.013076534,0.013834074,0.01686779,0.025731666,0.037445277,0.029369656,0.06412622,0.02206327,0.15217774,0.0150453,0.02997618,0.045198917,0.0597969,0.029425396,0.018982356,0.13857974,0.012188559,0.119859196,0.13942572,0.016829541
aru,0.01844524,0.049620394,0.06023891,0.016020572,0.013022559,0.011877712,0.067144714,0.08946002,0.019316437,0.031051626,0.027701555,0.04752407,0.0453362,0.07122756,0.09431298,0.10753727,0.01524599,0.14684287,0.036106534,0.031966873
asf,0.035248153,0.067089796,0.059356347,0.04026317,0.015155458,0.073747545,0.067867756,0.04161966,0.04620814,0.043647103,0.102749296,0.034755442,0.03884332,0.046841748,0.047864497,0.098492384,0.039527822,0.036295682,0.030969031,0.03345755
ass,0.057210226,0.057630062,0.0112771625,0.02543941,0.042342477,0.04983231,0.035965525,0.037337486,0.019658908,0.03385227,0.026530439,0.031638905,0.0646321,0.02808416,0.05525111,0.1559706,0.08967175,0.06513826,0.05238515,0.06015162
ate,0.033761986,0.03805767,0.033359814,0.04071855,0.12600687,0.023475222,0.02032649,0.025830282,0.0123856,0.028204393,0.031260245,0.037196334,0.022750633,0.04158288,0.017357977,0.041496404,0.015845714,0.3483266,0.014220726,0.047835648
atf,0.015211382,0.05102656,0.020776153,0.05385096,0.11247911,0.07861458,0.036134332,0.00947764,0.051257536,0.057029042,0.02119231,0.010884187,0.08552982,0.046680387,0.029442567,0.037531815,0.037168577,0.025642855,0.14968081,0.07038937
atj,0.039955653,0.057891738,0.07594207,0.054912064,0.03899947,0.031964008,0.06480051,0.027467504,0.18589742,0.02276254,0.01474992,0.03948418,0.044656917,0.028375776,0.017814592,0.026211055,0.029179035,0.083909765,0.06150749,0.053518444
atv,0.07175676,0.079251654,0.03689114,0.027186176,0.03502957,0.022764657,0.047878362,0.045373537,0.031233959,0.09095981,0.13141976,0.021922793,0.036619186,0.119849056,0.020977778,0.015839072,0.026021644,0.045907933,0.03993961,0.053177476
auc,0.16644683,0.023427328,0.02850294,0.017571406,0.016335733,0.082201764,0.113596834,0.017218754,0.012003411,0.045565464,0.044989467,0.03181957,0.039325587,0.019292422,0.010663656,0.022238536,0.21104391,0.025064932,0.021995401,0.050696082
aul,0.104014605,0.06778993,0.01960156,0.018974246,0.120111674,0.061892707,0.04346114,0.030869534,0.035575207,0.10528108,0.012687645,0.053333033,0.04946525,0.041799486,0.021101907,0.061868772,0.037999414,0.018127564,0.03146514,0.064580105
avp,0.055830453,0.032264084,0.039305273,0.016759604,0.041578278,0.021964654,0.04380124,0.030159969,0.03991313,0.06488275,0.04190316,0.08559631,0.03492875,0.12752604,0.10054469,0.019581236,0.030278098,0.022331463,0.08147593,0.06937486
awk,0.02351977,0.03000144,0.062329125,0.058797576,0.015505396,0.021378009,0.045225352,0.007828765,0.12698625,0.026886873,0.042990748,0.027639816,0.029394062,0.07287804,0.07289292,0.17152822,0.047450677,0.074943975,0.029748593,0.012074392
awp,0.011419346,0.05219518,0.04380955,0.01106122,0.11526074,0.058827855,0.0380679,0.053602137,0.096628346,0.019066289,0.085350364,0.010493787,0.019823715,0.0062583475,0.12187009,0.036024634,0.1033423,0.06942921,0.022212466,0.025256561
awu,0.017868347,0.050565574,0.02291231,0.19059822,0.014983375,0.019178435,0.012100521,0.19724433,0.014326929,0.0027748612,0.05277447,0.027729556,0.0143508315,0.18591958,0.017653508,0.010455369,0.011802748,0.009046689,0.02447379,0.10324049
axn,0.09517828,0.035711396,0.08619717,0.054891538,0.034921374,0.04493548,0.027537832,0.024064584,0.021201951,0.076178715,0.051486902,0.035899613,0.037497927,0.034099426,0.03073994,0.035199914,0.07220136,0.036497444,0.09057166,0.07498746
axo,0.01662508,0.070814066,0.023491357,0.005269954,0.074814975,0.0058004274,0.045893013,0.028314043,0.07456562,0.007306359,0.02614427,0.04948224,0.11445754,0.0072555286,0.017414164,0.051020812,0.14527993,0.11749695,0.10779769,0.01075596
axp,0.017359594,0.023006024,0.03465982,0.017253641,0.06052338,0.19654924,0.02960968,0.06627,0.011051881,0.032395378,0.019488493,0.09169308,0.03575145,0.09700999,0.04966389,0.08809081,0.020959996,0.016918369,0.066441886,0.025303395
ayc,0.09207529,0.013435983,0.08680331,0.075059265,0.025430137,0.014048738,0.04348711,0.014227325,0.02956686,0.026904967,0.1735692,0.09663199,0.030218929,0.05830204,0.032490533,0.06710897,0.017050501,0.025576418,0.051072657,0.02693981
ayg,0.023237333,0.07809092,0.021639682,0.07699029,0.043067433,0.011533768,0.12225988,0.028484493,0.043099467,0.02776864,0.018744107,0.03667764,0.012842672,0.058074888,0.101160794,0.010194262,0.09954629,0.03572588,0.10454758,0.046313904
azb,0.04091162,0.042808983,0.029798854,0.062001295,0.07571384,0.09813964,0.047129218,0.06632304,0.053368937,0.019868622,0.07412349,0.04950819,0.02131664,0.061382473,0.054952506,0.08572046,0.018475737,0.029612724,0.032850396,0.03599331
azo,0.026258873,0.018213302,0.035114504,0.013904196,0.036841147,0.15332712,0.018070519,0.051427703,0.080489606,0.012660538,0.086468525,0.008327522,0.083874434,0.0172008,0.09393684,0.030723758,0.10400787,0.083338976,0.021046732,0.02476711
ban,0.02807338,0.03884076,0.056010406,0.05866457,0.09519353,0.03741429,0.03048355,0.032280967,0.032874882,0.109485485,0.03383046,0.046598386,0.07434299,0.022629032,0.026982615,0.039372854,0.05182777,0.057903606,0.079704374,0.047486152
bao,0.13428788,0.029335799,0.027428737,0.04880218,0.04618786,0.019805802,0.043706264,0.02926114,0.03002333,0.060636234,0.042451054,0.025309222,0.034190778,0.0363316,0.042674605,0.07721515,0.069351405,0.08864816,0.04294858,0.07140422
bar,0.07439897,0.026676392,0.023260804,0.018896505,0.062426217,0.25819582,0.1392141,0.029827302,0.009238838,0.009810925,0.015542937,0.01493988,0.040246356,0.012356554,0.025096491,0.0224312,0.10388166,0.026255034,0.03328747,0.054016586
bas,0.0163982,0.017329989,0.038739547,0.011906347,0.09800767,0.05047525,0.04334666,0.017406296,0.046983965,0.07311767,0.13396719,0.078494966,0.05183744,0.05204763,0.023917217,0.11292182,0.018281836,0.03113041,0.041012034,0.04267788
bbn,0.05682829,0.026897242,0.05365442,0.06113412,0.022953063,0.0608289,0.16283375,0.02779124,0.09762255,0.023239015,0.029168649,0.02329702,0.032272935,0.030269135,0.025420718,0.022722427,0.087480165,0.06738107,0.06575448,0.022450905
bbt,0.011094323,0.010000882,0.00665342,0.047293127,0.027280804,0.02161735,0.015215784,0.033832822,0.03313117,0.06527826,0.27318808,0.0073007387,0.1557836,0.054826092,0.055454317,0.054730292,0.007878983,0.014005325,0.08012518,0.025309425
bcf,0.009979723,0.013427032,0.013191551,0.011745486,0.018084276,0.029730396,0.038486984,0.012589459,0.02762615,0.013497857,0.43125233,0.008603871,0.039824456,0.02492153,0.04387151,0.0710893,0.043029513,0.031445984,0.10580931,0.0117932735
bcg,0.062664,0.012852447,0.053658493,0.06268996,0.054677516,0.087123014,0.061756056,0.07512985,0.012919076,0.038298912,0.008742948,0.05975461,0.13876793,0.054355867,0.035461996,0.012765995,0.05060138,0.011896846,0.055152074,0.050731115
bci,0.048553213,0.032249894,0.053556986,0.0070533566,0.015532014,0.018275006,0.07660169,0.06835696,0.02305503,0.043899953,0.039893948,0.028666442,0.019228082,0.04306356,0.11240265,0.05975058,0.035346523,0.054424956,0.15275304,0.0673361
bcj,0.01072809,0.024686893,0.02318229,0.045313273,0.043340888,0.06561003,0.049180333,0.05512161,0.0719552,0.036626004,0.028560033,0.049477313,0.18860658,0.022558719,0.04957315,0.008544676,0.12270068,0.0577154,0.01289483,0.03362402
bcn,0.043273114,0.054940417,0.017838452,0.108527526,0.05970186,0.029124646,0.08389885,0.029573577,0.034139242,0.020735724,0.011940997,0.024813436,0.04194919,0.05158105,0.07182145,0.050707478,0.12492581,0.03932492,0.03341324,0.06776903
bcw,0.045670565,0.026725026,0.014175765,0.071580864,0.046820443,0.027752915,0.038065296,0.10098792,0.067894995,0.051574785,0.05709224,0.011692175,0.069881134,0.07213604,0.11846733,0.017474273,0.04190376,0.043783966,0.028394086,0.04792636
bdv,0.06667263,0.035113133,0.0311013,0.027805885,0.028727176,0.013278735,0.013072219,0.06797088,0.057311207,0.07302781,0.020395478,0.042898815,0.108824186,0.10009207,0.05787483,0.050122872,0.030500049,0.033798154,0.09772575,0.043686785
bep,0.03924514,0.02809341,0.047366105,0.110952415,0.11777347,0.038397986,0.058761176,0.117656276,0.027916852,0.05598754,0.020440668,0.0323226,0.021522097,0.01662492,0.025997965,0.041048735,0.039289474,0.1001939,0.039979793,0.020429404
bew,0.014848635,0.023026075,0.013415769,0.119194575,0.015390065,0.012573422,0.025831932,0.21101272,0.08680517,0.03149277,0.029934885,0.011007723,0.022706483,0.23057634,0.009893418,0.012812328,0.011541123,0.03125461,0.033198584,0.053483374
bfc,0.012048477,0.07325421,0.021912064,0.03921642,0.094853364,0.025100522,0.022265349,0.0604671,0.019186966,0.062320538,0.11138354,0.024003748,0.01620898,0.013534,0.0061503635,0.26565015,0.02532617,0.04269413,0.034806278,0.029617695
bft,0.035108812,0.1142956,0.057639793,0.1669943,0.045149375,0.02550867,0.05929815,0.020743357,0.049068082,0.04431617,0.021710314,0.12188472,0.033624995,0.060417116,0.012663488,0.022755802,0.029384853,0.027590645,0.019901404,0.031944353
bfx,0.12080109,0.034746952,0.0832704,0.034333035,0.054319154,0.064806186,0.012569155,0.011620184,0.14528504,0.0155325765,0.011897655,0.030840276,0.035852823,0.021194354,0.025182217,0.109192014,0.06047536,0.030273626,0.052571066,0.045236837
bhw,0.039745163,0.027010847,0.0647933,0.0563085,0.041325808,0.06593448,0.024563383,0.03675293,0.0819607,0.035305765,0.030032542,0.07867653,0.04707258,0.07588929,0.051067393,0.019658692,0.12525973,0.035836913,0.0180044,0.04480111
bim,0.022611713,0.058273192,0.015036262,0.01894239,0.07338409,0.006132752,0.020757876,0.024667548,0.23093209,0.042581465,0.04201912,0.006303279,0.17113835,0.029045785,0.023067059,0.01262443,0.013556467,0.02993602,0.03921812,0.119771965
bis,0.0715734,0.04293832,0.1244867,0.03630737,0.052951615,0.09971675,0.061192565,0.029365486,0.014012362,0.040235788,0.020128105,0.023611251,0.032402348,0.10565377,0.029427603,0.0077265585,0.11917803,0.051551588,0.022107305,0.015433154
biu,0.01217381,0.10177661,0.03829195,0.07326171,0.01910815,0.025819829,0.029160064,0.048668947,0.021366425,0.12281196,0.013093653,0.04502763,0.04156934,0.045203265,0.069072,0.07100405,0.06593963,0.081673086,0.03480308,0.040174752
bjq,0.0045802235,0.03723438,0.1297696,0.07014793,0.10729924,0.036033526,0.07288268,0.032571416,0.041418176,0.026846433,0.048280463,0.0782414,0.058848523,0.018094305,0.011800655,0.031407464,0.06264827,0.006229493,0.098544165,0.02712171
bjr,0.03609734,0.026388204,0.05665209,0.0322007,0.016258014,0.06801738,0.030155059,0.09708527,0.029634602,0.032435276,0.020472849,0.07798999,0.026978971,0.09160102,0.06291248,0.010258705,0.018710414,0.2012435,0.0470557,0.017852385
bkt,0.10364467,0.00889288,0.038292874,0.022267293,0.08395362,0.029551007,0.066567,0.02074523,0.111688964,0.017711023,0.02018571,0.07044761,0.06210389,0.013898505,0.028362442,0.07760063,0.046684034,0.02644641,0.10977453,0.041181665
blg,0.026755998,0.023967108,0.058631483,0.029660791,0.0683724,0.07099534,0.115251444,0.03823783,0.01779469,0.1134437,0.017216953,0.07786116,0.023944741,0.03087127,0.05443827,0.124146506,0.03796639,0.028269514,0.03151177,0.010662775
blu,0.05930676,0.037822455,0.047307014,0.26119378,0.01811854,0.024096882,0.03251502,0.017195122,0.012264482,0.03188223,0.01706157,0.079662874,0.017479422,0.040655177,0.011283673,0.06619811,0.013946416,0.028735396,0.065589525,0.1176856
bmj,0.044217415,0.03284292,0.022111028,0.017986318,0.068557695,0.07772606,0.057647273,0.037450925,0.017543204,0.041716844,0.117431544,0.0803314,0.014121151,0.030257085,0.02484915,0.0731461,0.04036177,0.1312287,0.039495237,0.03097827
bmw,0.117774025,0.07851037,0.07837292,0.03629787,0.07760822,0.02398168,0.015660636,0.028172417,0.01601795,0.19110674,0.031007748,0.025298389,0.014505548,0.020518182,0.011168071,0.029976457,0.029224275,0.05447913,0.08278667,0.037532657
bni,0.05760312,0.022489088,0.043165036,0.18181637,0.0654593,0.034648836,0.042691585,0.06912073,0.035953537,0.021573223,0.04870245,0.01111121,0.02024157,0.025344914,0.10867988,0.022185784,0.016606255,0.013802405,0.055084087,0.10372062
bnm,0.06684627,0.1870773,0.074387796,0.03645255,0.052296713,0.04276408,0.043774374,0.030146498,0.046903282,0.039188616,0.07117014,0.04840383,0.053118546,0.024156699,0.03875353,0.025214639,0.031306095,0.030274818,0.016955102,0.040809166
bos,0.017527906,0.012848566,0.012152701,0.059112534,0.021068446,0.076901816,0.055957213,0.031550962,0.021570101,0.03886457,0.017195828,0.038754202,0.07801502,0.053810988,0.028464021,0.019572562,0.13922553,0.16758588,0.09695735,0.012863781
bpg,0.022550419,0.029568193,0.011245765,0.07748912,0.07603946,0.036970764,0.043503422,0.018724853,0.029189162,0.010967132,0.105627865,0.023488387,0.027448818,0.038734376,0.12424799,0.0332805,0.070448115,0.14599314,0.022529656,0.051952846
bph,0.05835691,0.017367402,0.06995668,0.054383107,0.015824236,0.02607238,0.024578,0.061652023,0.2477844,0.015811315,0.03526969,0.048826586,0.02912949,0.03863831,0.027018853,0.015471448,0.053440828,0.048874523,0.022879222,0.08866468
bpv,0.14003696,0.031682458,0.039572988,0.0324859,0.1265664,0.030937506,0.033989396,0.04138837,0.05255874,0.045906015,0.05508124,0.027711952,0.12560454,0.049190894,0.010295779,0.027881503,0.014969304,0.02642755,0.041733347,0.04597921
bqc,0.02304936,0.066163935,0.047701,0.010474185,0.015437942,0.023140479,0.1027999,0.010686887,0.15069933,0.012848707,0.13121267,0.01399311,0.013978883,0.06489464,0.024314363,0.15300612,0.02601316,0.05642692,0.01879752,0.034360945
bqp,0.04986751,0.032400485,0.12101228,0.17466825,0.038278636,0.10013342,0.008434882,0.051990587,0.05332807,0.025805747,0.035663452,0.025272587,0.04097523,0.028025888,0.045887556,0.055722903,0.0667334,0.006100095,0.009484944,0.030214036
bqq,0.03555686,0.018800765,0.023363767,0.016943052,0.04111731,0.028061133,0.00829927,0.022046618,0.051346336,0.013453404,0.01298647,0.011757905,0.021612097,0.021869283,0.01238864,0.34204894,0.031409435,0.13612364,0.11801339,0.032801658
brj,0.07269388,0.020696228,0.04459998,0.052940235,0.19350351,0.029060377,0.06914933,0.041798122,0.025885373,0.04101609,0.015648846,0.02566995,0.022285486,0.07793983,0.02255542,0.06827937,0.06339971,0.022973478,0.04449889,0.045406
brr,0.021206614,0.040104795,0.0375933,0.060893316,0.05075611,0.01975004,0.023973335,0.02533905,0.04281268,0.041557975,0.02177489,0.043960962,0.05195568,0.06365007,0.07478227,0.08335553,0.16813082,0.048218742,0.009162064,0.07102172
bug,0.029953223,0.084734224,0.027734406,0.027398974,0.076422274,0.027319813,0.065978855,0.08894939,0.10320052,0.015789878,0.09073372,0.03702221,0.031099765,0.031004926,0.029521178,0.03885617,0.049580425,0.041002482,0.070852526,0.032845046
bul,0.063178144,0.09566631,0.057616133,0.058731955,0.05282468,0.023313234,0.021367386,0.018136453,0.02811894,0.09797328,0.030425463,0.049516164,0.021446895,0.07988023,0.021001238,0.042859938,0.03969348,0.03311566,0.1247109,0.040423512
buw,0.090627976,0.020321546,0.02737981,0.022398537,0.008955071,0.21803522,0.09134789,0.0062034344,0.04222927,0.012265885,0.0051044044,0.04522584,0.011337887,0.020207785,0.034598432,0.18396145,0.019655421,0.01676666,0.082816444,0.040561005
buy,0.050526436,0.034350924,0.05277162,0.037906628,0.0945511,0.033574704,0.014404213,0.08613607,0.039951812,0.056701947,0.04751881,0.10119532,0.011826179,0.042051002,0.028838038,0.014094553,0.025338039,0.06790847,0.060311504,0.10004266
bvh,0.024757145,0.06125723,0.00966413,0.041861426,0.024327064,0.033697348,0.048357982,0.09565354,0.04704053,0.0753359,0.11971141,0.04659463,0.06986231,0.07184854,0.017656771,0.05499891,0.017769648,0.022783898,0.09029326,0.026528327
bvi,0.04920497,0.037228867,0.033183627,0.020115264,0.031810924,0.07758624,0.0795294,0.052387517,0.034706574,0.04193007,0.036775805,0.050266176,0.09611467,0.07610421,0.11386301,0.017993083,0.043316554,0.046054784,0.048249595,0.013578636
bvs,0.06565074,0.021382514,0.04381054,0.031645406,0.060128704,0.037537836,0.041450057,0.02949357,0.06613243,0.02352632,0.023683853,0.14282827,0.04977485,0.025085844,0.042459935,0.0105851395,0.10591654,0.13064902,0.016562928,0.031695433
bvw,0.052311357,0.0135248415,0.011988787,0.027167918,0.08201048,0.030645113,0.17149797,0.043537248,0.02710443,0.015086792,0.06017358,0.110312074,0.021644864,0.09483598,0.05754909,0.019725397,0.01662121,0.06278576,0.06113481,0.020342246
