left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
aes,0.059107706,0.06408903,0.054213736,0.037191976,0.08059927,0.035477586,0.03763817,0.051482026,0.043378465,0.054841477,0.05429293,0.039180998,0.044309217,0.050187405,0.045888983,0.037585102,0.051611364,0.07147045,0.036445424,0.051008668
afd,0.03514566,0.03902096,0.0482704,0.062304318,0.085378796,0.06353085,0.04335688,0.03227568,0.036474723,0.06397568,0.06559802,0.099521056,0.035320524,0.04763714,0.04367558,0.042059686,0.0368689,0.049806267,0.0363801,0.033398796
afl,0.051254716,0.029143037,0.052010164,0.03315335,0.040413782,0.035448357,0.061473142,0.041218843,0.119541965,0.053583678,0.051363792,0.043881018,0.062664755,0.041387856,0.053271525,0.05950025,0.0378002,0.052348327,0.029766988,0.050774258
agb,0.03108518,0.1285096,0.032165807,0.037396964,0.052568853,0.024181686,0.031189522,0.036245387,0.09673014,0.034601994,0.03630704,0.04123563,0.06582105,0.033645313,0.03300685,0.03261429,0.06185781,0.054781344,0.1032129,0.032842685
agl,0.036719136,0.05989205,0.052664362,0.04825615,0.06884559,0.06488475,0.05833304,0.04162494,0.05894613,0.048525486,0.043951157,0.039841145,0.046281382,0.039608203,0.04365205,0.05696136,0.0512708,0.04946091,0.050142515,0.040138897
ahg,0.041125413,0.058768332,0.04347359,0.041996747,0.040667415,0.03106757,0.03797713,0.086822376,0.028534913,0.04405262,0.06864688,0.041094463,0.031443343,0.039933927,0.041052412,0.070430145,0.06656974,0.08883958,0.052176833,0.045326475
ahr,0.044827744,0.024522843,0.04949314,0.04211923,0.08581872,0.053656682,0.037661348,0.03210979,0.03843728,0.03793267,0.040993802,0.041088033,0.10650012,0.060016446,0.03820174,0.10197847,0.04098417,0.036762726,0.057465043,0.029430015
aik,0.046436995,0.056758534,0.0639491,0.06758395,0.039787225,0.05570798,0.045946207,0.041057695,0.03761042,0.040872153,0.03664128,0.04511711,0.047366902,0.050964467,0.06339897,0.072023794,0.0530071,0.042420425,0.0541448,0.03920488
aiv,0.046282984,0.058997683,0.06658916,0.037903737,0.037968334,0.040562853,0.041041523,0.041756023,0.06577754,0.04848374,0.05853043,0.039303545,0.07005815,0.039137043,0.06352834,0.044674,0.05471343,0.046533458,0.057246454,0.040911518
ajf,0.031808585,0.038315907,0.101813,0.054606613,0.044518914,0.0404297,0.04742842,0.055219416,0.040784847,0.042746164,0.040769465,0.06746205,0.047769934,0.04940708,0.04255743,0.046809707,0.047081035,0.07310908,0.04145156,0.045911178
ajk,0.06745312,0.045340724,0.037307344,0.037003577,0.06389261,0.104159065,0.05072919,0.039484814,0.033895332,0.031328354,0.053252157,0.035220686,0.033908896,0.037028532,0.040986206,0.032730434,0.06569298,0.1039092,0.035433114,0.051243745
aka,0.049243957,0.053317588,0.04426076,0.04559204,0.053167146,0.057695217,0.04443158,0.0672323,0.053738903,0.057104442,0.0526265,0.029505473,0.035330683,0.031176662,0.058981284,0.064108334,0.035823096,0.04911318,0.061573945,0.055976868
akg,0.026516756,0.04396736,0.038425706,0.055962563,0.04657441,0.044434812,0.02665485,0.05170862,0.046605173,0.030898752,0.051165625,0.053044528,0.091108814,0.051486503,0.042286854,0.08903456,0.0410143,0.041797206,0.08726772,0.040044848
alc,0.026359655,0.04252891,0.030058596,0.07012753,0.034077596,0.025138402,0.031246008,0.056103207,0.04447617,0.061995905,0.07270879,0.048818335,0.0378652,0.101470105,0.09042863,0.028491106,0.052239478,0.027759276,0.061047073,0.057059955
ali,0.03237558,0.06946733,0.09723427,0.0754352,0.033007022,0.02565936,0.07915872,0.06119786,0.038483057,0.034338564,0.030800814,0.04077826,0.0263547,0.041860383,0.051551264,0.040456153,0.049954027,0.06799316,0.074502215,0.029392008
alt,0.027823089,0.04906561,0.049975846,0.04318801,0.08832996,0.04688793,0.026171857,0.04679258,0.02486091,0.06762556,0.030901125,0.060773272,0.074369065,0.022691064,0.057074245,0.031128068,0.027502667,0.07350539,0.042938728,0.10839504
alx,0.034991205,0.035572197,0.03424984,0.038413238,0.05205362,0.03314621,0.028471792,0.031821802,0.042403873,0.08635211,0.053826343,0.034372713,0.084385246,0.117902786,0.02768718,0.04002716,0.023790212,0.091563754,0.06660245,0.04236625
aly,0.040412318,0.08085369,0.08666517,0.038056295,0.041928492,0.037421867,0.04882135,0.03004456,0.07715545,0.0772172,0.03253194,0.03867327,0.06461256,0.037040405,0.077742405,0.043502584,0.035757083,0.036549658,0.033755735,0.041257948
ama,0.05566735,0.04590676,0.058863238,0.09099167,0.06174348,0.029310618,0.039436866,0.06592166,0.05429842,0.047321644,0.04017604,0.039961774,0.038962215,0.055320635,0.04079556,0.043509334,0.037481185,0.056316894,0.05955323,0.038461376
amb,0.04988148,0.046982627,0.038219348,0.053638425,0.04684494,0.09235858,0.038347494,0.047897935,0.045911595,0.03193012,0.06037394,0.054602407,0.053023707,0.056756087,0.041076977,0.04915959,0.036870148,0.050594155,0.051703483,0.053826988
amd,0.054854847,0.05699903,0.07867294,0.06731674,0.04559822,0.046066407,0.04028118,0.05066932,0.051552676,0.030013004,0.046599586,0.04881049,0.048530925,0.062182162,0.045402575,0.046126287,0.0449571,0.051196184,0.051142935,0.033027306
amg,0.022713182,0.029183945,0.052480564,0.06827938,0.04858727,0.05237469,0.06643702,0.08763951,0.053637534,0.040751386,0.047023095,0.041387137,0.052386202,0.049132057,0.032539543,0.03788241,0.038854346,0.04800229,0.056229506,0.074478894
amh,0.038398925,0.05483736,0.07051804,0.034595035,0.034204587,0.034731995,0.050326876,0.028148735,0.115906745,0.048334412,0.031370215,0.031412326,0.02722565,0.035682008,0.09425581,0.031101113,0.09408768,0.026450288,0.08404446,0.034367796
amn,0.039531335,0.04015399,0.041400462,0.058346383,0.07385121,0.053736694,0.029476188,0.03686965,0.05443005,0.030762235,0.061432336,0.06607836,0.054443438,0.061339278,0.039541855,0.07410737,0.05010417,0.047262825,0.041763816,0.045368288
amq,0.06375072,0.041300807,0.056517784,0.034126908,0.03799852,0.047685724,0.03532364,0.046114508,0.056584537,0.057967834,0.032406345,0.08222692,0.050913673,0.035263475,0.064848244,0.05389197,0.08073408,0.03968261,0.048585944,0.034075715
aop,0.04700656,0.034363173,0.041881066,0.036643926,0.041924015,0.14613928,0.053662445,0.045308735,0.02681644,0.0523967,0.0624682,0.048863504,0.039314263,0.035885997,0.058996715,0.03462333,0.058544695,0.035225816,0.061948072,0.037987106
aoq,0.0654259,0.096551575,0.039763883,0.052514523,0.045983866,0.07045277,0.03654771,0.027254585,0.03557272,0.052172396,0.050384317,0.057798866,0.061881013,0.027468352,0.053469248,0.046289653,0.042007618,0.06849667,0.036189005,0.03377537
aoy,0.051156692,0.06979296,0.050492246,0.050075695,0.051115878,0.068059966,0.03219855,0.047971647,0.039370358,0.026895357,0.037976034,0.043488417,0.04598093,0.09375397,0.07220836,0.053970702,0.050306413,0.044118408,0.03843605,0.03263139
app,0.02966865,0.049377542,0.034014985,0.054337796,0.066775255,0.09706477,0.06573637,0.044138175,0.056658074,0.03012874,0.03971652,0.045207247,0.07587362,0.035585135,0.041415814,0.036283344,0.056638334,0.036207438,0.053641498,0.051530775
apx,0.058023285,0.04444447,0.04997518,0.04573962,0.053256154,0.04317485,0.029825378,0.035363235,0.05824827,0.036186177,0.057373635,0.036665272,0.06352731,0.03804385,0.08645708,0.04062085,0.06855558,0.036390595,0.057391874,0.060737334
aqd,0.05092335,0.02928283,0.055394728,0.033016566,0.03152261,0.0392264,0.033313144,0.10827462,0.05163353,0.04729657,0.09296956,0.039654445,0.047453072,0.04127332,0.048823483,0.061940648,0.0296686,0.040392283,0.047279187,0.07066095
aqt,0.027581988,0.027503444,0.07417018,0.024723068,0.059537586,0.10360028,0.029369934,0.026693588,0.09861025,0.038201597,0.063523635,0.0339187,0.04568578,0.025616575,0.050685544,0.09113674,0.029962402,0.07942736,0.022725713,0.047325782
ara,0.05468373,0.04620739,0.06804338,0.061590716,0.046453394,0.045863535,0.06509215,0.047418766,0.049071882,0.031461436,0.067836694,0.046375725,0.040114272,0.039360642,0.054463018,0.04905247,0.04316075,0.040038668,0.062280677,0.041430686
arq,0.06438633,0.035899136,0.038510535,0.049146958,0.05372406,0.053813837,0.047939695,0.042041812,0.043886047,0.03461221,0.06357722,0.053436443,0.05896196,0.04353691,0.045974858,0.0785988,0.038821198,0.047854077,0.06363062,0.041647274
aru,0.032746974,0.04622664,0.034782544,0.029883962,0.041914895,0.042248424,0.04398002,0.054741226,0.055346098,0.04576999,0.06658328,0.070704326,0.045476597,0.046364214,0.07404722,0.059630062,0.0280701,0.08731547,0.04246604,0.051701874
asf,0.04499784,0.043992717,0.03355906,0.042237096,0.07436474,0.04008698,0.049488235,0.058296774,0.04144861,0.078010716,0.04651157,0.040000122,0.052587453,0.066272125,0.06325033,0.044430595,0.037848994,0.03887121,0.057510275,0.046234503
ass,0.037281197,0.045733783,0.036929034,0.02896116,0.034026008,0.052397516,0.034352414,0.06616532,0.035420448,0.038507733,0.0355703,0.028514495,0.055454116,0.03970263,0.039890714,0.09060464,0.08298218,0.066350594,0.07812855,0.07302706
ate,0.033077855,0.042774826,0.07409245,0.07258592,0.06186109,0.03993581,0.03550764,0.04426054,0.032042366,0.04067893,0.046594724,0.08101636,0.043387372,0.09122432,0.033206653,0.04271231,0.036092527,0.06764932,0.03779923,0.04349979
atf,0.052821755,0.034514185,0.052528113,0.042517066,0.055033736,0.06413273,0.026120491,0.0354049,0.056099914,0.050352972,0.03131437,0.03883554,0.0718101,0.04720534,0.04042806,0.03104066,0.060398765,0.048668474,0.10970814,0.05106465
atj,0.045055967,0.08297034,0.05417793,0.05174566,0.042707372,0.043071385,0.05032992,0.0436605,0.080123104,0.04101617,0.04994706,0.044213526,0.04441897,0.048370883,0.039211884,0.03938728,0.03934644,0.06907529,0.03251577,0.058654543
atv,0.052383877,0.060224004,0.043923117,0.044702172,0.060715515,0.035247426,0.037425302,0.046280112,0.046716567,0.08126502,0.07837148,0.055876594,0.034039773,0.08280376,0.039092924,0.04364091,0.031091781,0.04912585,0.045630444,0.031443365
auc,0.13602561,0.025761588,0.033225454,0.028573217,0.046858888,0.049213752,0.04640679,0.035785414,0.031900182,0.075601615,0.034249675,0.030777955,0.05620773,0.022415252,0.03114561,0.051762324,0.11001948,0.049892537,0.05118743,0.052989475
aul,0.08363551,0.07032277,0.04122388,0.045780167,0.058087576,0.053533908,0.06523476,0.042140685,0.04246396,0.053708445,0.031912223,0.046090245,0.038648374,0.058293253,0.03266182,0.04345395,0.051634267,0.040445637,0.03854327,0.0621853
avp,0.047082454,0.04853447,0.064564385,0.032706596,0.040391,0.039706245,0.053969607,0.036326107,0.07214886,0.047217816,0.040961225,0.044528257,0.07675304,0.05993162,0.07103443,0.056085445,0.045723595,0.038363542,0.03932129,0.04465004
awk,0.029016512,0.040384218,0.06057181,0.058259316,0.032229602,0.034370255,0.035919845,0.025813159,0.10587949,0.046181478,0.045925695,0.060584463,0.044160232,0.04106789,0.03864934,0.091688894,0.06446193,0.038005397,0.06693131,0.03989916
awp,0.03692097,0.06719125,0.058425505,0.036100525,0.046120707,0.07996008,0.04856744,0.05024114,0.07278924,0.044698548,0.056141164,0.033030335,0.04414683,0.0334902,0.050916243,0.046427917,0.07979046,0.033785883,0.03097162,0.050283924
awu,0.037153374,0.066301614,0.038912628,0.110876955,0.037730016,0.036568217,0.035090424,0.09123062,0.04188331,0.027647462,0.0704783,0.042543035,0.03597507,0.079185724,0.032556806,0.028841248,0.026500685,0.027424613,0.036422413,0.096677504
axn,0.06471924,0.04603474,0.048742086,0.060802557,0.052109685,0.045130767,0.04607195,0.04245928,0.043433405,0.07418376,0.0535019,0.043543726,0.036097858,0.03531696,0.03909783,0.044039585,0.043547593,0.05189371,0.063287646,0.06598572
axo,0.033260986,0.07044205,0.04441603,0.03338223,0.06296366,0.03738927,0.059890486,0.04705514,0.047033582,0.033834178,0.044994924,0.061492097,0.048586857,0.031255476,0.04240874,0.05802235,0.07298898,0.05662061,0.08702641,0.026935989
axp,0.048154376,0.046757713,0.041276272,0.04494848,0.05913396,0.07881236,0.05493845,0.038486406,0.042918812,0.04883868,0.04724455,0.052262716,0.040028945,0.05641708,0.053174227,0.048662066,0.046695326,0.0424756,0.05941875,0.04935524
ayc,0.063165925,0.052825987,0.0677649,0.05010381,0.04886317,0.044817142,0.03019211,0.043730516,0.04208674,0.06295568,0.08015763,0.045484215,0.030794393,0.08791649,0.06371413,0.03555244,0.03278716,0.040091474,0.040613044,0.036383066
ayg,0.04170621,0.045751497,0.05560479,0.06954983,0.057735916,0.027261239,0.04312793,0.060784053,0.050320234,0.042184617,0.039367337,0.069658816,0.050064158,0.044528544,0.048273873,0.03175431,0.042229958,0.05000915,0.05551746,0.07457005
azb,0.04332684,0.03890524,0.03560446,0.08127812,0.096879974,0.09010647,0.04112365,0.058905233,0.03526045,0.033822935,0.03823188,0.04009504,0.041624054,0.055847894,0.04872858,0.034565434,0.04703508,0.050961707,0.05400793,0.033689037
azo,0.04637276,0.035294782,0.058682382,0.035801496,0.043835063,0.06609322,0.05411922,0.04312732,0.04267736,0.02671843,0.056422155,0.023075428,0.0758319,0.04547761,0.051271148,0.05707045,0.074584164,0.060409166,0.030392205,0.07274374
ban,0.04599569,0.060108736,0.066335775,0.05903845,0.041258577,0.03797105,0.03161045,0.050182402,0.034826934,0.06090043,0.065918565,0.035746243,0.05918589,0.056400288,0.056309637,0.03365142,0.062043015,0.042038787,0.050641485,0.04983616
bao,0.04981227,0.042086862,0.027342852,0.030157497,0.06951525,0.032340374,0.05681392,0.037630145,0.042684726,0.06292095,0.07621285,0.04902796,0.06045073,0.05104973,0.042910855,0.06269705,0.04745011,0.05246717,0.049367845,0.05706084
bar,0.04527519,0.058821473,0.041272826,0.04109269,0.068362735,0.093713015,0.07958208,0.046282317,0.037473038,0.035079602,0.042233255,0.038470075,0.048966896,0.029055288,0.033788342,0.033645052,0.08066209,0.050279215,0.036059402,0.05988548
bas,0.038300257,0.03337279,0.040937323,0.047233008,0.060755298,0.03141992,0.047251288,0.07077108,0.07056342,0.04532187,0.06367903,0.05199357,0.042686608,0.076024935,0.046083223,0.043189432,0.055590466,0.062453322,0.033611774,0.038761396
bbn,0.036342777,0.03241991,0.06656092,0.07458283,0.048905198,0.038744908,0.08354956,0.03937856,0.08186106,0.026329298,0.04832791,0.039670307,0.029989773,0.04156807,0.03013924,0.037378658,0.08346242,0.050816394,0.05277433,0.057197906
bbt,0.031304196,0.044026338,0.029002033,0.050143648,0.044225786,0.03519352,0.03784387,0.036301736,0.045982923,0.049749643,0.15486744,0.026066452,0.06834093,0.053691853,0.063046664,0.051616035,0.028398037,0.04067868,0.06804118,0.041479044
bcf,0.04429678,0.027450003,0.039088193,0.031692833,0.041060064,0.049562953,0.062283747,0.056159407,0.029919501,0.0282106,0.15339306,0.02357771,0.032745786,0.037625693,0.068821386,0.058528647,0.049933996,0.043806694,0.09560123,0.02624177
bcg,0.038814966,0.04219402,0.050626405,0.04882633,0.07183671,0.053559672,0.06717354,0.067033865,0.045010332,0.041860912,0.03855643,0.05714234,0.055600118,0.062880926,0.044799846,0.03227352,0.039099842,0.04420249,0.055878866,0.04262888
bci,0.06651445,0.07715738,0.06878246,0.044322122,0.034357112,0.029194186,0.046461277,0.048899017,0.03206877,0.07290828,0.03945068,0.07724872,0.030555228,0.05900804,0.034391746,0.03386815,0.03874909,0.051517457,0.084213026,0.030332787
bcj,0.050521452,0.057010584,0.039116032,0.042077895,0.059303515,0.053927716,0.05938323,0.040392675,0.037623867,0.07239177,0.060147267,0.05387996,0.057164792,0.05526047,0.033576526,0.030905668,0.07329421,0.057316605,0.030654412,0.036051333
bcn,0.034339245,0.03250283,0.027326766,0.065826006,0.050423153,0.047475506,0.059584536,0.031882696,0.056004412,0.02597152,0.033577792,0.032617357,0.06717655,0.06372865,0.07547797,0.061642002,0.07043747,0.050960217,0.047597248,0.06544802
bcw,0.04008147,0.036285006,0.034922495,0.04304116,0.08030545,0.057117946,0.05451798,0.044114016,0.07232325,0.060446873,0.040946946,0.032934353,0.029972333,0.085261926,0.04299924,0.034125663,0.037231132,0.060419258,0.039833333,0.07312018
bdv,0.06040296,0.047797672,0.03544893,0.04371809,0.056836788,0.045551654,0.039825805,0.07046281,0.043928728,0.048354685,0.039565932,0.04042781,0.046406865,0.050763052,0.07881223,0.060236562,0.03758216,0.042444125,0.05727805,0.054155167
bep,0.05651913,0.03281061,0.043776732,0.04983818,0.07105216,0.031630527,0.057845667,0.047722206,0.0757151,0.07157376,0.02923879,0.06177743,0.036495183,0.038889974,0.042560846,0.04242866,0.06583351,0.048028972,0.05867995,0.0375826
bew,0.025611304,0.03625287,0.031069614,0.05083935,0.03198365,0.03910331,0.05720426,0.11850921,0.0987326,0.04424447,0.06311532,0.025602568,0.039016765,0.10061754,0.023502216,0.029929476,0.032903593,0.026238704,0.05756053,0.06796269
bfc,0.03380888,0.068068765,0.038441297,0.06309236,0.06648182,0.053977672,0.040992435,0.046028715,0.050970145,0.042717133,0.04353221,0.041943017,0.03616273,0.05134628,0.040524524,0.08121355,0.038100056,0.048744228,0.057444897,0.056409206
bft,0.049290527,0.07518195,0.097837165,0.061187446,0.040587343,0.041977312,0.056751613,0.04529382,0.042831153,0.053646255,0.041174565,0.06348197,0.03375019,0.05020244,0.033198208,0.032025844,0.039097827,0.06066288,0.03255317,0.04926829
bfx,0.06277135,0.046338923,0.06065399,0.06451368,0.054034125,0.05940167,0.03817985,0.041526694,0.039369628,0.050974146,0.042134505,0.047697663,0.05963229,0.040110104,0.054090105,0.04968642,0.041739948,0.042940974,0.051195584,0.05300838
bhw,0.055356808,0.048328996,0.056246255,0.06348234,0.055101503,0.060341526,0.054323327,0.053313386,0.060252532,0.041266415,0.038608268,0.059266716,0.047248997,0.050198082,0.042333756,0.03653969,0.051555976,0.04975337,0.03646299,0.040019132
bim,0.038860105,0.04011949,0.037233043,0.05078006,0.07380637,0.037599407,0.049029555,0.03817631,0.119089104,0.038310885,0.044463623,0.034594137,0.08690698,0.05188299,0.040026363,0.03638608,0.03909656,0.03510444,0.058299527,0.050235014
bis,0.07280382,0.04003586,0.0707824,0.03473235,0.038154773,0.039604664,0.058611076,0.036803655,0.039882753,0.048080787,0.03350898,0.06801378,0.0388101,0.10460186,0.036884136,0.03510637,0.057526004,0.0484173,0.05392537,0.043713935
biu,0.035762377,0.055695415,0.07846741,0.051960867,0.032720935,0.05779114,0.080518425,0.048723347,0.051903743,0.057020403,0.035182014,0.034169585,0.049217727,0.050602246,0.037311383,0.04334999,0.03574233,0.05357682,0.036253378,0.07403041
bjq,0.024853984,0.069196954,0.0539777,0.06448797,0.052187152,0.05038066,0.06746382,0.035833627,0.03910472,0.02255666,0.045645468,0.09810212,0.055955615,0.036298428,0.032605484,0.034890916,0.066274226,0.027573215,0.08037216,0.04223907
bjr,0.049128402,0.03994633,0.046400208,0.041799083,0.048159175,0.04203239,0.048278593,0.052884948,0.038036358,0.047277596,0.051986195,0.06638653,0.03836885,0.061168145,0.05399108,0.031090317,0.049396776,0.08546816,0.04461235,0.06358843
bkt,0.049162313,0.032375466,0.046624303,0.037922904,0.083104245,0.029316273,0.072132446,0.03075462,0.06833902,0.05131257,0.04374699,0.082555726,0.044199247,0.053814147,0.03821317,0.06670802,0.04994106,0.031425796,0.06302001,0.025331663
blg,0.055044148,0.032156374,0.048561417,0.039655875,0.04341148,0.034008212,0.09254459,0.061991595,0.04371213,0.096580416,0.035309184,0.049857564,0.04499274,0.03733832,0.042417057,0.056051694,0.04769848,0.039454464,0.04195168,0.05726253
blu,0.052579816,0.068572685,0.052280378,0.099381946,0.032426924,0.034285106,0.04683349,0.040443234,0.03781243,0.052668083,0.04892878,0.046677504,0.03494627,0.035178896,0.03642536,0.049859148,0.03892722,0.037184834,0.078229785,0.07635807
bmj,0.04670212,0.046869047,0.059200887,0.051623702,0.04847609,0.04912656,0.05052169,0.033257026,0.050847765,0.03409118,0.06581299,0.04623284,0.046812072,0.042470932,0.064020954,0.06567634,0.051798668,0.043653402,0.06519978,0.037605926
bmw,0.05423913,0.0545656,0.05298834,0.06619234,0.08847627,0.032225206,0.03964968,0.049667187,0.04515804,0.06921331,0.036820315,0.046547405,0.022007022,0.0316544,0.033454962,0.050263867,0.04995594,0.061663233,0.063945785,0.05131191
bni,0.055214345,0.044834346,0.036564987,0.08481789,0.049178474,0.061339095,0.078789964,0.045931146,0.039397955,0.042291235,0.037262045,0.0356192,0.035465114,0.044800866,0.062052373,0.0484676,0.03105393,0.034855872,0.058849856,0.073213585
bnm,0.060509175,0.086967394,0.05668536,0.046392992,0.05106874,0.03675239,0.048911475,0.054672584,0.05314535,0.055124376,0.05403356,0.041092828,0.03963807,0.03612038,0.048895136,0.046714872,0.03661785,0.049833745,0.036706682,0.06011697
bos,0.043208003,0.03993864,0.036067303,0.050622117,0.05959766,0.054055735,0.047876004,0.053214036,0.038221736,0.057103764,0.035724238,0.052010983,0.045456734,0.050692383,0.041326758,0.04883736,0.058020804,0.08449481,0.066954605,0.036576275
bpg,0.03259676,0.05156802,0.026635654,0.071291745,0.06484725,0.04546126,0.04141065,0.04034211,0.023135431,0.031555153,0.067432374,0.0434734,0.05057198,0.060762115,0.08024033,0.04851981,0.04027517,0.099146135,0.035066582,0.045668118
bph,0.08065248,0.037203226,0.052796304,0.055360045,0.037886385,0.039042085,0.033884037,0.07573689,0.05921656,0.049642585,0.039575707,0.07116324,0.044532087,0.03103362,0.03942858,0.030931763,0.06611927,0.07024251,0.04185914,0.043693528
bpv,0.055598814,0.0517542,0.05048258,0.055557325,0.057247866,0.03347791,0.042650778,0.04205474,0.053158484,0.04132809,0.06471997,0.07112584,0.09859852,0.041914254,0.034971904,0.044737812,0.036864877,0.03971141,0.035463735,0.048580885
bqc,0.042227093,0.043349765,0.059205018,0.03108287,0.08998293,0.03820437,0.067105055,0.0337544,0.06698737,0.041361317,0.056162264,0.04009466,0.040836085,0.04774611,0.04499216,0.064312994,0.0426021,0.06309079,0.042641196,0.04426153
bqp,0.037098795,0.044024307,0.0819222,0.080036886,0.038591627,0.06883069,0.028176246,0.08058403,0.052204102,0.05361105,0.044364277,0.051393982,0.03197101,0.027283791,0.060916394,0.05348563,0.076474175,0.026072768,0.027049268,0.03590885
bqq,0.05588652,0.034438595,0.059204094,0.032711774,0.03334616,0.044149254,0.038421094,0.04137155,0.028297078,0.048874483,0.035006262,0.038554635,0.047987152,0.056626566,0.05144962,0.107941255,0.05611114,0.057143096,0.076219544,0.05626018
brj,0.048849706,0.040983092,0.060969677,0.049063753,0.08509974,0.049324635,0.051168945,0.04638035,0.0477763,0.038835265,0.043492384,0.06101527,0.042944923,0.049204614,0.04906947,0.046090472,0.046376213,0.0516146,0.038113296,0.05362727
brr,0.041757926,0.045889314,0.04760555,0.035578776,0.042726018,0.071351,0.043203957,0.05073573,0.05104594,0.047204502,0.04603724,0.09208797,0.04501299,0.04458722,0.04460491,0.048432045,0.07193255,0.051733162,0.02918977,0.049283445
bug,0.055241574,0.049728397,0.043946996,0.060370028,0.0430069,0.0420629,0.035975233,0.10146427,0.054271817,0.06845715,0.035873782,0.03463588,0.0590025,0.04877015,0.04414176,0.03856134,0.056679174,0.03289264,0.04402108,0.05089644
bul,0.0678752,0.04929305,0.055832654,0.06195093,0.043116294,0.05024714,0.036709078,0.043761853,0.073553346,0.055692926,0.035971172,0.05693217,0.06467998,0.05180349,0.036583092,0.03204227,0.049560767,0.03260218,0.07077014,0.031022336
buw,0.04609096,0.037634894,0.043398134,0.04023688,0.025718743,0.09388406,0.056119278,0.032051273,0.057110842,0.04763697,0.021914773,0.0605637,0.045148082,0.03316912,0.028611058,0.11432565,0.039550457,0.04296807,0.0802137,0.053653408
buy,0.067733906,0.06099386,0.046008293,0.059845597,0.051406983,0.032482874,0.035731733,0.0903549,0.044162825,0.052715883,0.066158414,0.076783165,0.041443173,0.02541511,0.03528411,0.03289585,0.039750025,0.032906424,0.049117524,0.05880943
bvh,0.035768628,0.048344716,0.03321906,0.03867933,0.05461636,0.035801783,0.036633696,0.06637659,0.05368142,0.08221647,0.05423603,0.052696694,0.073199555,0.051980816,0.039912283,0.03872836,0.052950103,0.03606125,0.06223354,0.052663244
bvi,0.028325846,0.045292452,0.06281306,0.033534206,0.036662113,0.07069691,0.07944559,0.06019564,0.04843649,0.042066034,0.03277551,0.04098984,0.06304391,0.0677082,0.096236065,0.03630824,0.03594446,0.03750082,0.056945335,0.025079338
bvs,0.0413552,0.047076892,0.038932987,0.0432282,0.043700486,0.05195492,0.0516393,0.039209668,0.042360008,0.043097936,0.052877974,0.07204877,0.08275317,0.04478049,0.0474802,0.04472345,0.0628427,0.06461563,0.0440894,0.041232746
bvw,0.037136216,0.054233953,0.057033,0.03434403,0.04222616,0.027060764,0.12375424,0.06066555,0.061347067,0.03154104,0.049630735,0.048806444,0.03463199,0.04168298,0.05135513,0.051901106,0.0720467,0.045180682,0.043076806,0.032345463
