left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
alx,0.015163658,0.03239668,0.033156596,0.042835683,0.013298678,0.027005399,0.029982656,0.038369782,0.044830937,0.03748034,0.056263503,0.015706535,0.020057406,0.27689594,0.02550607,0.056141295,0.0058414964,0.08695185,0.10975387,0.032361586
aly,0.0037386983,0.008330839,0.021340476,0.0042464347,0.0046725576,0.0039653704,0.0064672637,0.0070945593,0.008746995,0.83506733,0.008559051,0.004598204,0.014910008,0.004439869,0.03209845,0.006946426,0.003562527,0.003536452,0.0040341816,0.013644339
ama,0.032997575,0.077883124,0.051005322,0.34965572,0.034235418,0.013001488,0.022129148,0.036442857,0.08417399,0.095733285,0.015190877,0.01823211,0.020735674,0.0026280095,0.022912899,0.020961307,0.04077172,0.034296773,0.022472337,0.0045404164
amb,0.034423675,0.009554232,0.005711071,0.054147746,0.06587286,0.40495515,0.006811577,0.058660753,0.016398225,0.029765036,0.04044275,0.037003428,0.015287173,0.05456468,0.0324337,0.05958238,0.024984473,0.033045843,0.007941803,0.008413408
amd,0.03435796,0.016993849,0.02748582,0.06710063,0.01128106,0.007656861,0.019467803,0.026366398,0.015572533,0.013434987,0.2810438,0.02683979,0.013436523,0.3006388,0.023853302,0.008739007,0.020240204,0.034395944,0.013854865,0.037240036
amg,0.0008931766,0.014865664,0.010907327,0.036608193,0.0010722557,0.22612035,0.021803495,0.37956622,0.01035269,0.0036094792,0.03898991,0.012298021,0.010483643,0.014282371,0.0132504245,0.007600991,0.014090126,0.05930058,0.103538945,0.020366145
amh,0.010917483,0.11687025,0.059493225,0.011076646,0.031325143,0.019450696,0.02943261,0.0212128,0.29589766,0.031954724,0.01878385,0.016714728,0.020255134,0.043349553,0.028545568,0.021737358,0.12704214,0.009331136,0.070919305,0.015690034
amn,0.024551531,0.042914804,0.019327417,0.072878815,0.007823365,0.13751996,0.011892403,0.026182255,0.032608766,0.009221802,0.00012536657,0.08811248,0.091364466,0.048980426,0.011954174,0.10106707,0.07096011,0.032293607,0.041842498,0.12837867
amq,0.05729261,0.01360704,0.0123962825,0.019994084,0.022632217,0.022082772,0.016175581,0.11733291,0.078857176,0.097691394,0.019582845,0.24021135,0.0189258,0.030971015,0.03330722,0.023085698,0.118280366,0.026323706,0.020134524,0.011115442
aop,0.02952218,0.010334051,0.013134646,0.00877748,0.008580169,0.39725718,0.08510804,0.008807989,0.011263791,0.013728519,0.10183494,0.020010874,0.0075741396,0.013446067,0.013522345,0.010133763,0.08376724,0.024157137,0.1250472,0.013992344
aoq,0.03712146,0.05712475,0.0074433587,0.07533251,0.052221823,0.24936667,0.005118821,0.0014701973,0.010696223,0.037703,0.020639088,0.037930805,0.07367025,0.0016934735,0.0522026,0.021310132,0.026554862,0.17626049,0.03146377,0.02467575
aoy,0.07252049,0.08132964,0.031621415,0.032604784,0.034415483,0.104432985,0.00876225,0.035196695,0.028781883,0.0021984158,0.030559247,0.052250557,0.03587195,0.20624433,0.10223917,0.07039435,0.025961637,0.021907797,0.011176001,0.011530905
app,0.032368105,0.010321182,0.014629235,0.1656524,0.023934886,0.228994,0.04279386,0.038606685,0.12109892,0.021337286,0.011083312,0.019430803,0.097909465,0.0170162,0.041737825,0.028500794,0.023392502,0.01913931,0.023084981,0.018968267
apx,0.02442326,0.043967634,0.024517562,0.030831978,0.084236786,0.05186948,0.026598008,0.019922215,0.0341656,0.056086455,0.07127281,0.03465316,0.043098126,0.009695529,0.10904112,0.07030257,0.06752778,0.0040227687,0.13854821,0.055218972
aqd,0.03217026,0.0024247777,0.056664277,0.03161437,0.027609248,0.030774197,0.01135526,0.27853292,0.04108573,0.014169393,0.19792569,0.082179144,0.038435128,0.0072092195,0.025661984,0.03308432,0.0017812985,0.007791264,0.027008314,0.052523218
aqt,0.062893905,0.024910145,0.0013273113,0.025849076,0.061063066,0.12708876,0.050756004,0.029418176,0.067986466,0.021497216,0.09675722,0.020596772,0.07756983,0.019728253,0.051978286,0.081846826,0.024103306,0.0020135408,0.057372667,0.09524315
ara,0.04591498,0.081203096,0.0076110302,0.10955045,0.028221466,0.05391434,0.071947,0.048442684,0.025394535,0.015503839,0.057683546,0.032428093,0.02377346,0.024704706,0.028375821,0.069622315,0.014852079,0.0254971,0.2066882,0.028671343
arq,0.036394082,0.061610445,0.028038327,0.03601013,0.031599242,0.026037138,0.039253034,0.017655283,0.0294077,0.051955268,0.03954106,0.034296155,0.015989574,0.06974673,0.023106882,0.28753167,0.022781273,0.027887003,0.085327394,0.035831634
aru,0.002571663,0.053823207,0.010582612,0.0089967195,0.020889541,0.029463613,0.014293776,0.034159552,0.1140729,0.04402704,0.105694875,0.10416887,0.046163168,0.06976658,0.07717377,0.123949096,0.029364718,0.029060775,0.0104388315,0.071338765
asf,0.03358267,0.03512198,0.022692299,0.07621369,0.016275594,0.035864156,0.062698424,0.0028117627,0.09546708,0.07702033,0.039381426,0.04804775,0.007978089,0.24091169,0.10215249,0.029720776,0.009218616,0.027304366,0.02684837,0.010688331
ass,0.031097366,0.015190012,0.050179917,0.05241521,0.0025425372,0.080911085,0.036720656,0.04304789,0.027509108,0.03276957,0.09505304,0.0203357,0.0789631,0.05068086,0.025985584,0.15233053,0.03627297,0.051704586,0.038448438,0.07784186
ate,0.0116918795,0.05271539,0.05997285,0.064458415,0.011212472,0.065078124,0.026723268,0.03511602,0.020969713,0.03613271,0.033604667,0.075933,0.041049793,0.14252096,0.031498607,0.043463267,0.030278992,0.14447758,0.027530527,0.04557182
atf,0.045760676,0.0012004321,0.060654998,0.0068524145,0.05368525,0.040032413,0.009451488,0.011221314,0.04517069,0.027524898,0.013270442,0.01029955,0.030629309,0.02574679,0.03449402,0.0072251717,0.010048361,0.10050602,0.44706655,0.01915927
atj,0.057087984,0.038551506,0.041682865,0.055668835,0.04000715,0.014621075,0.07933956,0.02149491,0.04544106,0.15205601,0.036734182,0.01979492,0.07594681,0.02271806,0.034418102,0.067009464,0.02875311,0.07632427,0.05560347,0.036746655
atv,0.0017772523,0.046629526,0.004529821,0.064730145,0.15956354,0.016700324,0.016352465,0.034820527,0.019922948,0.021325082,0.13108282,0.08397374,0.027930254,0.08213405,0.11804079,0.010185247,0.013255342,0.089453645,0.0335919,0.024000581
auc,0.44519162,0.016365465,0.006509404,0.003617971,0.014331766,0.08526905,0.07157295,0.0021773975,0.0014533546,0.08600641,0.062389478,0.016766418,0.010521931,0.003698657,0.0012658736,0.015594119,0.058342863,0.05703847,0.012234544,0.029652245
aul,0.047283694,0.23132847,0.020185653,0.0021943438,0.18534091,0.027448231,0.048373707,0.02570793,0.033765975,0.08092994,0.00019575063,0.0054298043,0.01717161,0.019189356,0.00067545916,0.08999898,0.037824288,0.020825518,0.022037286,0.08409307
avp,0.10474494,0.03075677,0.044550292,0.015472275,0.02221618,0.0023060355,0.027411288,0.013540771,0.03917124,0.0352688,0.015868584,0.13533534,0.024312273,0.20367178,0.17180966,0.039210636,0.021979867,0.009896356,0.01206528,0.030411478
awk,0.005082677,0.009143018,0.049860664,0.013272689,0.009154657,0.008570182,0.010963818,0.006565002,0.20040731,0.023151448,0.013883855,0.04472878,0.018071799,0.016334377,0.009128064,0.23652758,0.06888736,0.005149844,0.23799276,0.013124107
awp,0.007877209,0.10161186,0.026249677,0.05114933,0.046520926,0.04838156,0.052987386,0.03464992,0.18850051,0.018229734,0.14607708,0.012480457,0.022458471,0.014747537,0.06340795,0.03393132,0.06874159,0.032467145,0.015169412,0.014361062
awu,0.030321864,0.06574065,0.019179909,0.094172016,0.037573714,0.019350339,0.02034587,0.07066668,0.01711847,0.025410432,0.08826153,0.06021175,0.0022813901,0.024303747,0.021705998,0.019229658,0.037227664,0.02821991,0.051142167,0.26753625
axn,0.02905822,0.023808995,0.044363562,0.009704231,0.005737629,0.03817495,0.04259995,0.027169108,0.033824664,0.3575649,0.01948333,0.034369808,0.0030197445,0.021833042,0.018914612,0.014794718,0.01962061,0.13331077,0.07522525,0.047421925
axo,0.029377975,0.17136417,0.018943774,0.040269595,0.06254967,0.018875284,0.0893554,0.03740963,0.016014114,0.026329638,0.03426044,0.1226323,0.016330477,0.024790574,0.06430271,0.028922109,0.059889812,0.013972603,0.098284,0.02612571
axp,0.056372672,0.027312506,0.06949151,0.030897764,0.05067598,0.08792677,0.051685106,0.0074561746,0.042490102,0.044637684,0.047721174,0.20865308,0.012126435,0.030100541,0.04833131,0.034549512,0.020411475,0.059567597,0.03080773,0.038784724
ayc,0.07028601,0.021176418,0.021597978,0.101816975,0.031838022,0.015933888,0.010583904,0.035282068,0.028009258,0.076354526,0.12915207,0.07874147,0.010788304,0.1583142,0.06919555,0.019687682,0.012029233,0.039413575,0.03357795,0.03622098
ayg,0.01336038,0.014932709,0.049630012,0.47039807,0.028841568,0.00042422637,0.029690357,0.0591663,0.07584735,0.011245418,0.0015546662,0.04821365,0.035816204,0.010384999,0.01689943,0.0004351842,0.015030199,0.01729078,0.017287398,0.08355108
azb,0.011900921,0.029196465,0.0066573746,0.26149902,0.055716746,0.107286185,0.017755954,0.039315406,0.041877188,0.01844158,0.041393366,0.03500779,0.037152395,0.07164509,0.06400811,0.021087276,0.032326005,0.06289284,0.025421437,0.019418893
azo,0.012337517,0.01998309,0.028481292,0.0020796745,0.0080240425,0.24407557,0.021402558,0.02695918,0.1819948,0.0021726112,0.021071164,0.0007655249,0.016986834,0.01785632,0.012138113,0.018078648,0.27803656,0.039809894,0.018649057,0.029097583
ban,0.035026137,0.087908894,0.02833072,0.035373356,0.024994718,0.032593317,0.019081956,0.07369512,0.13050959,0.10240103,0.043716893,0.018461242,0.018765686,0.077374406,0.11495385,0.01186202,0.088487506,0.0027868426,0.024192348,0.029484317
bao,0.018857861,0.04587161,0.020392641,0.03912037,0.06950555,0.00059482566,0.057219032,0.045754954,0.023476934,0.033810172,0.08888691,0.047917455,0.07945819,0.03038364,0.020166432,0.1377882,0.06493258,0.028254468,0.047905326,0.099702865
bar,0.029212318,0.0841689,0.029852865,0.022361865,0.07306918,0.07162999,0.1470714,0.04352243,0.045693293,0.017034128,0.0506968,0.03773353,0.050066542,0.03652755,0.020649446,0.038156442,0.087141,0.041023448,0.042716704,0.031672165
bas,0.02622599,0.030952869,0.10189292,0.02217292,0.21249558,0.019096505,0.029136695,0.06628422,0.097165115,0.051287062,0.016842654,0.03756696,0.024121204,0.040296663,0.063934036,0.004474641,0.06445198,0.0089448495,0.018341985,0.06431514
bbn,0.037548114,0.0057289978,0.014405859,0.20740718,0.18833406,0.021422273,0.09101097,0.003911865,0.035541367,0.033879705,0.0027642553,0.008022446,0.009423404,0.03260483,0.001474211,0.019608658,0.05855929,0.13130406,0.0670913,0.029957103
bbt,0.018222675,0.015207308,0.008461975,0.071337014,0.009062946,0.012440137,0.017522069,0.013249782,0.010331043,0.032712843,0.5252209,0.0144258905,0.13246748,0.010310673,0.015639426,0.013092583,0.011488338,0.014704574,0.03829424,0.015808146
bcf,0.0072410996,0.016516864,0.009726757,0.010407162,0.0053932737,0.028605029,0.010490496,0.041829053,0.007211677,0.00051950343,0.68853194,0.0011778927,0.010137171,0.020925151,0.02756486,0.015191901,0.021586835,0.026067201,0.04951033,0.0013659558
bcg,0.003000649,0.03274166,0.099702224,0.09498771,0.10594766,0.054904517,0.0147121865,0.07026383,0.02615021,0.03644004,0.056725383,0.02767939,0.033248767,0.029085608,0.19379488,0.053536244,0.008984725,0.025378173,0.027790612,0.0049255993
bci,0.14529227,0.06688581,0.062531315,0.04434227,0.03405116,0.006892368,0.024724351,0.04273207,0.0022897983,0.116031475,0.021278374,0.069981374,0.026459858,0.05496197,0.0020190233,0.024685463,0.015983935,0.025633411,0.21031958,0.0029041858
bcj,0.047606565,0.029192507,0.031887524,0.026641294,0.036615018,0.009468224,0.033567272,0.016599145,0.017269338,0.3317443,0.019231902,0.13162658,0.029539185,0.080056354,0.017599914,0.017772352,0.018846286,0.038209,0.04115514,0.025372136
bcn,0.01355581,0.0053470726,0.0011326703,0.04856735,0.07907118,0.024267552,0.09279132,0.009712529,0.04720893,0.019293793,0.09386894,0.038601696,0.071079284,0.065371566,0.035330303,0.045113415,0.028256547,0.033486124,0.20030697,0.04763695
bcw,0.014001966,0.04391718,0.04817743,0.11491712,0.04732851,0.034192365,0.15874751,0.032937746,0.04469522,0.041488763,0.067734204,0.060901396,0.01996107,0.055664778,0.01779265,0.02821369,0.048191935,0.03233417,0.06094378,0.027858505
bdv,0.17107612,0.020019792,0.029828863,0.03001211,0.03873003,0.01495613,0.0135087725,0.017011987,0.02495627,0.20619887,0.017786743,0.0077514187,0.08549274,0.039827082,0.0828578,0.045838326,0.018778132,0.014869283,0.09507308,0.02542652
bep,0.053403217,0.01726643,0.030736778,0.03648393,0.07939342,0.024815544,0.040990185,0.07906896,0.04838907,0.035025105,0.01947326,0.049128827,0.065088786,0.045840904,0.043919075,0.03726949,0.10414781,0.052839823,0.112073496,0.024645956
bew,0.0048515894,0.0057047023,0.002354786,0.019146767,0.0034228428,0.0042561134,0.0040669576,0.32460606,0.08454461,0.0049017402,0.026488386,0.002675688,0.0048154183,0.47756192,0.0037541215,0.003597379,0.0032978035,0.0016263587,0.0042403494,0.014086404
bfc,0.033203464,0.0038112712,0.012529367,0.053256314,0.06393477,0.04454899,0.03542324,0.004436856,0.020350432,0.020778395,0.055324517,0.026995102,0.017373983,0.0147496015,0.008958188,0.45758203,0.02292488,0.040132403,0.04808156,0.015604602
bft,0.09530241,0.05779579,0.052528325,0.10403352,0.029232137,0.03932434,0.040792536,0.072047725,0.069177225,0.020548439,0.06192493,0.05228194,0.004005215,0.0365466,0.0106655145,0.033786017,0.031637046,0.06664081,0.0262462,0.09548337
bfx,0.06427004,0.026958836,0.070466064,0.062011797,0.025979893,0.028485613,0.03111639,0.042882055,0.009987797,0.06829682,0.029703997,0.013235788,0.044406276,0.037533224,0.07492873,0.12812231,0.06587892,0.0355231,0.034770507,0.10544187
bhw,0.018059647,0.06557578,0.06502471,0.075036876,0.0743353,0.04858565,0.11348852,0.07885801,0.13117586,0.063964754,0.024417894,0.023394743,0.024176447,0.024615824,0.016728489,0.02119227,0.039245166,0.047090963,0.026187746,0.018845351
bim,0.012661317,0.013708086,0.009737311,0.012337061,0.07417893,0.008313026,0.03107858,0.018742792,0.10904985,0.027285846,0.02728163,0.009417658,0.27103278,0.21800882,0.010470856,0.03267467,0.019279214,0.015353691,0.054573745,0.024814185
bis,0.09948144,0.028599918,0.058161005,0.048721183,0.052013442,0.044082046,0.028276818,0.028414074,0.024883967,0.011435396,0.021780789,0.12406622,0.032082576,0.09247381,0.028858807,0.017566921,0.12806684,0.039316732,0.052076902,0.039641164
biu,0.023156438,0.012866419,0.11161739,0.059353452,0.017776046,0.02595397,0.06605415,0.040398777,0.026753234,0.055716135,0.0046617235,0.002006193,0.039926857,0.061762836,0.039862543,0.059126705,0.0042071827,0.10473519,0.036044262,0.20802054
bjq,0.011452203,0.020613495,0.1361108,0.12695886,0.050336722,0.07270836,0.23757198,0.024433406,0.0117183635,0.0140488995,0.026348043,0.028168604,0.058395345,0.020235375,0.008205505,0.0046260096,0.083052866,0.012378286,0.014855046,0.037781734
bjr,0.020379785,0.03881493,0.017002108,0.016548278,0.044641297,0.036636,0.035159223,0.044988804,0.028539957,0.0132366335,0.027338987,0.03480803,0.00034967763,0.11706778,0.07144011,0.0036285191,0.060689986,0.2702119,0.015747512,0.102770515
bkt,0.12533388,0.030169412,0.046896785,0.014423092,0.12286572,0.0009855296,0.06543189,0.022170363,0.11917458,0.023581736,0.032465238,0.11329562,0.07893377,0.019756943,0.020478634,0.03553537,0.015735146,0.04202905,0.068900555,0.0018366625
blg,0.024002004,0.031275723,0.022782136,0.017490089,0.050875094,0.010076126,0.07597914,0.0685503,0.027927035,0.13722554,0.028700069,0.24728408,0.013583722,0.04390538,0.024116065,0.07290096,0.020589426,0.029468937,0.03600766,0.01726056
blu,0.005984716,0.057534583,0.042631138,0.14831991,0.03406436,0.06358136,0.03270468,0.031304184,0.104747996,0.07785376,0.0011703538,0.016265228,0.02985904,0.042667724,0.029154273,0.028964149,0.04367256,0.058717463,0.021231385,0.12957114
bmj,0.0046570594,0.06301012,0.12362434,0.018554864,0.012529026,0.0018611412,0.008671095,0.00086944643,0.045250703,0.010031507,0.23702614,0.011953092,0.00887559,0.0025884274,0.27138418,0.044170596,0.02227869,0.07807403,0.023479998,0.0111099845
bmw,0.038401853,0.02186307,0.017336344,0.12625384,0.15199013,0.016829286,0.017687228,0.016721763,0.01815491,0.2650443,0.027062515,0.011028214,0.024265775,0.015677795,0.015691932,0.12523626,0.0150231,0.034954514,0.026209924,0.014567297
bni,0.032588087,0.042868048,0.016417189,0.06416982,0.07316231,0.043023173,0.052904267,0.026630761,0.0453847,0.03252213,0.032919083,0.023907393,0.012288762,0.03471716,0.13622482,0.0398471,0.018728904,0.03868889,0.044371627,0.18863575
bnm,0.077686384,0.25824028,0.032547064,0.026248552,0.04373171,0.020829733,0.034626532,0.06728391,0.016340552,0.029528566,0.04502193,0.06271688,0.017159501,0.058390804,0.029842183,0.07164918,0.0018339789,0.04434589,0.010127244,0.051849134
bos,0.01419025,0.023143658,0.011729867,0.02072318,0.0073699825,0.026820602,0.0145293465,0.022425914,0.0053534894,0.02285245,0.07876848,0.07180563,0.033099856,0.019684834,0.0144414175,0.01758777,0.02079443,0.54862905,0.014813826,0.011235999
bpg,0.016074385,0.027432607,0.004589081,0.022412017,0.15130554,0.058822684,0.032534152,0.019674893,0.011155706,0.00281332,0.11015546,0.03737843,0.10875754,0.021714931,0.13987115,0.03065971,0.039662387,0.103073895,0.028692167,0.033219963
bph,0.25718635,0.0064737317,0.027657324,0.022169981,0.01421669,0.01725349,0.01682526,0.29538414,0.026527088,0.015512304,0.026149802,0.019190501,0.03244399,0.011769858,0.10828213,0.003598537,0.040991753,0.020995684,0.002073213,0.035298117
bpv,0.02717356,0.054806758,0.03574224,0.031672772,0.05772457,0.013867828,0.054105587,0.049370103,0.044841506,0.028412594,0.17834176,0.092837274,0.10708631,0.028527023,0.04919278,0.015302914,0.025541063,0.035132594,0.03251077,0.03781006
bqc,0.04155772,0.06426413,0.0105717005,0.019116633,0.0061145374,0.09285238,0.16350716,0.04312779,0.12454503,0.024983084,0.061418533,0.049855236,0.015251703,0.0029732953,0.028315997,0.033405036,0.030952692,0.089852296,0.048289128,0.04904583
bqp,0.040497266,0.01049563,0.04125184,0.051833704,0.035228465,0.06894592,0.030529756,0.0647948,0.17803794,0.034387484,0.083056584,0.08125301,0.040561177,0.0022603583,0.02552229,0.020841682,0.07452442,0.03160863,0.06729545,0.017073601
bqq,0.0132118715,0.002195902,0.008779915,0.009508525,0.009885674,0.010934281,0.014236696,0.015167983,0.017238483,0.0091731,0.015004581,0.014533634,0.02003807,0.11488179,0.022704843,0.19434723,0.024917588,0.37305844,0.046009988,0.064171374
brj,0.016050851,0.028099967,0.022465184,0.036305014,0.37818158,0.07069692,0.08526201,0.04989569,0.01398178,0.012158564,0.0050820173,0.06237197,0.018671447,0.019852389,0.018077245,0.06347344,0.031182297,0.022936163,0.019679645,0.025576003
brr,0.022319771,0.039752804,0.048881188,0.03968033,0.043373518,0.046419524,0.015331121,0.04305029,0.1181679,0.00776234,0.020908438,0.061217383,0.013028919,0.06320046,0.04532167,0.04246519,0.2401457,0.05197149,0.0035674036,0.03343452
bug,0.18539028,0.040370874,0.016057856,0.24826151,0.014952424,0.017332003,0.011458906,0.25299305,0.022289122,0.013579339,0.028494313,0.015903594,0.012337863,0.022554029,0.003747566,0.020210708,0.03384652,0.011357486,0.01589661,0.012965957
bul,0.06337565,0.0251442,0.060879674,0.14738731,0.060780607,0.051971167,0.012492306,0.04537445,0.038364924,0.022246158,0.029136406,0.11256082,0.071313605,0.034652863,0.0031165385,0.034418147,0.039415002,0.016201232,0.1174682,0.013700768
buw,0.028818045,0.023375597,0.026945166,0.024777425,0.0035663403,0.0734268,0.09242479,0.008747868,0.061102502,0.013921939,0.0030038941,0.22359428,0.028819734,0.018572094,0.030361269,0.0712579,0.013427362,0.018792855,0.21282232,0.022241777
buy,0.0879151,0.07959168,0.030246194,0.028913505,0.04456186,0.009487676,0.009162751,0.03409089,0.081064224,0.017924987,0.17960845,0.090422854,0.015276629,0.007908362,0.002614219,0.029027501,0.0080778105,0.006216776,0.054845564,0.18304294
bvh,0.013688098,0.031603795,0.029972048,0.019153183,0.025737023,0.01585671,0.02521055,0.004495997,0.07325858,0.33545032,0.0051583545,0.027324082,0.05199312,0.035209037,0.05875455,0.007073401,0.014884972,0.017797627,0.19039989,0.01697867
bvi,0.0012479541,0.059280306,0.08023218,0.0013309154,0.008914493,0.08554151,0.100915045,0.033719458,0.02051192,0.015924321,0.017544523,0.012974308,0.14484888,0.014205095,0.11820768,0.0012437018,0.015108272,0.02296733,0.24501821,0.00026404136
bvs,0.011312099,0.055963628,0.030937487,0.029263705,0.033349697,0.043772344,0.021745186,0.007720168,0.031522337,0.060144942,0.061894245,0.13291201,0.15523905,0.041769214,0.099484205,0.0351522,0.016275646,0.07884624,0.0020211837,0.05067432
